,numero,intensitemax
0,coupe_0,-32.061932427439444
1,coupe_1,-36.11370470901778
2,coupe_2,-38.08640470671555
3,coupe_3,-28.980762525790308
4,coupe_4,-39.524465414190985
5,coupe_5,-29.172809989450947
6,coupe_6,-29.08757072050279
7,coupe_7,-30.886598231816322
8,coupe_8,-35.458405508803224
9,coupe_9,-31.786367867948115
10,coupe_10,-36.15167231457263
11,coupe_11,-28.78991248982384
12,coupe_12,-32.54212960710613
13,coupe_13,-31.39375717693173
14,coupe_14,-33.93572951382274
15,coupe_15,-37.481094859520425
16,coupe_16,-31.055980280038455
17,coupe_17,-35.010351520258205
18,coupe_18,-37.83940963636041
