,ay,t
104000,7.513,65.0
104001,7.459,65.000625
104002,7.469,65.00125
104003,7.484,65.001875
104004,7.43,65.0025
104005,7.472,65.003125
104006,7.497,65.00375
104007,7.487,65.004375
104008,7.552,65.005
104009,7.599,65.005625
104010,7.615,65.00625
104011,7.561,65.006875
104012,7.582,65.0075
104013,7.621,65.008125
104014,7.661,65.00875
104015,7.583,65.009375
104016,7.549,65.01
104017,7.545,65.010625
104018,7.538,65.01125
104019,7.534,65.011875
104020,7.514,65.0125
104021,7.467,65.013125
104022,7.465,65.01375
104023,7.414,65.014375
104024,7.35,65.015
104025,7.442,65.015625
104026,7.417,65.01625
104027,7.358,65.016875
104028,7.31,65.0175
104029,7.288,65.018125
104030,7.293,65.01875
104031,7.324,65.019375
104032,7.385,65.02
104033,7.379,65.020625
104034,7.348,65.02125
104035,7.324,65.021875
104036,7.34,65.0225
104037,7.365,65.023125
104038,7.392,65.02375
104039,7.371,65.024375
104040,7.371,65.025
104041,7.401,65.025625
104042,7.486,65.02625
104043,7.444,65.026875
104044,7.415,65.0275
104045,7.431,65.028125
104046,7.417,65.02875
104047,7.427,65.029375
104048,7.452,65.03
104049,7.479,65.030625
104050,7.426,65.03125
104051,7.349,65.031875
104052,7.264,65.0325
104053,7.345,65.033125
104054,7.353,65.03375
104055,7.316,65.034375
104056,7.313,65.035
104057,7.249,65.035625
104058,7.128,65.03625
104059,6.941,65.036875
104060,6.836,65.0375
104061,6.747,65.038125
104062,6.669,65.03875
104063,6.594,65.039375
104064,6.539,65.04
104065,6.477,65.040625
104066,6.385,65.04125
104067,6.413,65.041875
104068,6.431,65.0425
104069,6.429,65.043125
104070,6.412,65.04375
104071,6.416,65.044375
104072,6.417,65.045
104073,6.387,65.045625
104074,6.476,65.04625
104075,6.53,65.046875
104076,6.536,65.0475
104077,6.672,65.048125
104078,6.685,65.04875
104079,6.649,65.049375
104080,6.659,65.05
104081,6.629,65.050625
104082,6.571,65.05125
104083,6.488,65.051875
104084,6.485,65.0525
104085,6.53,65.053125
104086,6.562,65.05375
104087,6.436,65.054375
104088,6.458,65.055
104089,6.463,65.055625
104090,6.389,65.05625
104091,6.381,65.056875
104092,6.382,65.0575
104093,6.392,65.058125
104094,6.42,65.05875
104095,6.423,65.059375
104096,6.43,65.06
104097,6.454,65.060625
104098,6.439,65.06125
104099,6.383,65.061875
104100,6.313,65.0625
104101,6.364,65.063125
104102,6.349,65.06375
104103,6.325,65.064375
104104,6.339,65.065
104105,6.358,65.065625
104106,6.415,65.06625
104107,6.489,65.066875
104108,6.394,65.0675
104109,6.387,65.068125
104110,6.373,65.06875
104111,6.233,65.069375
104112,6.284,65.07
104113,6.305,65.070625
104114,6.263,65.07125
104115,6.252,65.071875
104116,6.229,65.0725
104117,6.207,65.073125
104118,6.214,65.07375
104119,6.21,65.074375
104120,6.223,65.075
104121,6.262,65.075625
104122,6.208,65.07625
104123,6.162,65.076875
104124,6.133,65.0775
104125,6.15,65.078125
104126,6.172,65.07875
104127,6.201,65.079375
104128,6.238,65.08
104129,6.123,65.080625
104130,6.134,65.08125
104131,6.228,65.081875
104132,6.245,65.0825
104133,6.208,65.083125
104134,6.164,65.08375
104135,6.14,65.084375
104136,6.11,65.085
104137,6.116,65.085625
104138,6.146,65.08625
104139,6.125,65.086875
104140,6.1,65.0875
104141,6.096,65.088125
104142,6.144,65.08875
104143,6.136,65.089375
104144,6.154,65.09
104145,6.201,65.090625
104146,6.197,65.09125
104147,6.238,65.091875
104148,6.289,65.0925
104149,6.313,65.093125
104150,6.333,65.09375
104151,6.362,65.094375
104152,6.397,65.095
104153,6.383,65.095625
104154,6.367,65.09625
104155,6.34,65.096875
104156,6.279,65.0975
104157,6.248,65.098125
104158,6.237,65.09875
104159,6.243,65.099375
104160,6.155,65.1
104161,6.109,65.100625
104162,6.091,65.10125
104163,6.067,65.101875
104164,6.035,65.1025
104165,6.039,65.103125
104166,6.103,65.10375
104167,6.006,65.104375
104168,5.969,65.105
104169,5.968,65.105625
104170,5.887,65.10625
104171,5.833,65.106875
104172,5.804,65.1075
104173,5.804,65.108125
104174,5.797,65.10875
104175,5.766,65.109375
104176,5.722,65.11
104177,5.767,65.110625
104178,5.71,65.11125
104179,5.645,65.111875
104180,5.658,65.1125
104181,5.614,65.113125
104182,5.606,65.11375
104183,5.64,65.114375
104184,5.637,65.115
104185,5.622,65.115625
104186,5.608,65.11625
104187,5.612,65.116875
104188,5.615,65.1175
