,ax,t
51323,-1.168,32.076875
51324,-1.207,32.0775
51325,-1.207,32.078125
51326,-1.237,32.07875
51327,-1.246,32.079375
51328,-1.212,32.08
51329,-1.241,32.080625
51330,-1.251,32.08125
51331,-1.248,32.081875
51332,-1.268,32.0825
51333,-1.274,32.083125
51334,-1.266,32.08375
51335,-1.243,32.084375
51336,-1.267,32.085
51337,-1.296,32.085625
51338,-1.321,32.08625
51339,-1.314,32.086875
51340,-1.281,32.0875
51341,-1.244,32.088125
51342,-1.241,32.08875
51343,-1.218,32.089375
51344,-1.209,32.09
51345,-1.226,32.090625
51346,-1.173,32.09125
51347,-1.147,32.091875
51348,-1.138,32.0925
51349,-1.098,32.093125
51350,-1.05,32.09375
51351,-1.028,32.094375
51352,-1.068,32.095
51353,-1.054,32.095625
51354,-1.023,32.09625
51355,-0.977,32.096875
51356,-0.906,32.0975
51357,-0.896,32.098125
51358,-0.914,32.09875
51359,-0.91,32.099375
51360,-0.902,32.1
51361,-0.878,32.100625
51362,-0.834,32.10125
51363,-0.813,32.101875
51364,-0.783,32.1025
51365,-0.757,32.103125
51366,-0.794,32.10375
51367,-0.787,32.104375
51368,-0.76,32.105
51369,-0.726,32.105625
51370,-0.784,32.10625
51371,-0.804,32.106875
51372,-0.776,32.1075
51373,-0.779,32.108125
51374,-0.789,32.10875
51375,-0.822,32.109375
51376,-0.92,32.11
51377,-0.911,32.110625
51378,-0.891,32.11125
51379,-0.891,32.111875
51380,-0.924,32.1125
51381,-0.965,32.113125
51382,-1.002,32.11375
51383,-0.975,32.114375
51384,-0.982,32.115
51385,-0.99,32.115625
51386,-0.969,32.11625
51387,-1.04,32.116875
51388,-1.084,32.1175
51389,-1.086,32.118125
51390,-1.076,32.11875
51391,-1.086,32.119375
51392,-1.107,32.12
51393,-1.13,32.120625
51394,-1.129,32.12125
51395,-1.106,32.121875
51396,-1.059,32.1225
51397,-1.075,32.123125
51398,-1.092,32.12375
51399,-1.1,32.124375
51400,-1.06,32.125
51401,-1.019,32.125625
51402,-0.99,32.12625
51403,-0.987,32.126875
51404,-0.986,32.1275
51405,-0.986,32.128125
51406,-0.982,32.12875
51407,-0.907,32.129375
51408,-0.846,32.13
51409,-0.799,32.130625
51410,-0.775,32.13125
51411,-0.724,32.131875
51412,-0.673,32.1325
51413,-0.633,32.133125
51414,-0.592,32.13375
51415,-0.533,32.134375
51416,-0.459,32.135
51417,-0.388,32.135625
51418,-0.344,32.13625
51419,-0.305,32.136875
51420,-0.254,32.1375
51421,-0.234,32.138125
51422,-0.163,32.13875
51423,-0.042,32.139375
51424,-0.018,32.14
51425,0.028,32.140625
51426,0.081,32.14125
51427,0.122,32.141875
51428,0.19,32.1425
51429,0.235,32.143125
51430,0.235,32.14375
51431,0.328,32.144375
51432,0.378,32.145
51433,0.386,32.145625
51434,0.338,32.14625
51435,0.407,32.146875
51436,0.499,32.1475
51437,0.546,32.148125
51438,0.538,32.14875
51439,0.582,32.149375
51440,0.68,32.15
51441,0.68,32.150625
51442,0.728,32.15125
51443,0.785,32.151875
51444,0.785,32.1525
51445,0.846,32.153125
51446,0.908,32.15375
51447,0.952,32.154375
51448,0.989,32.155
51449,0.971,32.155625
51450,0.93,32.15625
51451,1.001,32.156875
51452,1.045,32.1575
51453,1.052,32.158125
51454,1.001,32.15875
51455,1.042,32.159375
51456,1.048,32.16
51457,1.013,32.160625
51458,1.05,32.16125
51459,1.054,32.161875
51460,1.054,32.1625
51461,1.098,32.163125
51462,1.076,32.16375
51463,1.072,32.164375
51464,1.12,32.165
51465,1.087,32.165625
51466,1.044,32.16625
51467,1.002,32.166875
51468,1.012,32.1675
51469,1.0,32.168125
51470,0.98,32.16875
51471,0.96,32.169375
51472,0.915,32.17
51473,0.868,32.170625
51474,0.82,32.17125
51475,0.766,32.171875
51476,0.729,32.1725
51477,0.712,32.173125
51478,0.725,32.17375
51479,0.675,32.174375
51480,0.636,32.175
51481,0.632,32.175625
51482,0.569,32.17625
51483,0.526,32.176875
51484,0.502,32.1775
51485,0.499,32.178125
51486,0.423,32.17875
51487,0.344,32.179375
51488,0.31,32.18
51489,0.273,32.180625
51490,0.244,32.18125
51491,0.222,32.181875
51492,0.178,32.1825
51493,0.139,32.183125
51494,0.097,32.18375
51495,0.043,32.184375
51496,-0.016,32.185
