,numero,intensitemax
0,coupe_0,-32.86535728098949
1,coupe_1,-34.916594838766855
2,coupe_2,-46.04970328275343
3,coupe_3,-31.053481102544026
4,coupe_4,-27.939271650697716
5,coupe_5,-29.34108559008363
6,coupe_6,-29.305225216958313
7,coupe_7,-28.19195781733103
8,coupe_8,-31.62009521452671
9,coupe_9,-33.03010988196105
10,coupe_10,-37.7916029323387
11,coupe_11,-28.122462547661335
12,coupe_12,-36.63533146385745
13,coupe_13,-25.50249701476844
14,coupe_14,-28.861482626951013
15,coupe_15,-31.786944037998065
16,coupe_16,-30.03653530923493
17,coupe_17,-33.816598661824415
18,coupe_18,-37.68279145888503
