,ax,t
134534,3.339,84.08375
134535,3.357,84.084375
134536,3.403,84.085
134537,3.447,84.085625
134538,3.454,84.08625
134539,3.475,84.086875
134540,3.5,84.0875
134541,3.496,84.088125
134542,3.543,84.08875
134543,3.595,84.089375
134544,3.633,84.09
134545,3.689,84.090625
134546,3.721,84.09125
134547,3.742,84.091875
134548,3.831,84.0925
134549,3.867,84.093125
134550,3.899,84.09375
134551,3.964,84.094375
134552,4.013,84.095
134553,4.059,84.095625
134554,4.097,84.09625
134555,4.073,84.096875
134556,4.11,84.0975
134557,4.159,84.098125
134558,4.169,84.09875
134559,4.177,84.099375
134560,4.179,84.1
134561,4.175,84.100625
134562,4.161,84.10125
134563,4.161,84.101875
134564,4.176,84.1025
134565,4.217,84.103125
134566,4.232,84.10375
134567,4.212,84.104375
134568,4.152,84.105
134569,4.19,84.105625
134570,4.225,84.10625
134571,4.232,84.106875
134572,4.133,84.1075
134573,4.176,84.108125
134574,4.201,84.10875
134575,4.143,84.109375
134576,4.122,84.11
134577,4.127,84.110625
134578,4.135,84.11125
134579,4.063,84.111875
134580,4.113,84.1125
134581,4.164,84.113125
134582,4.143,84.11375
134583,4.139,84.114375
134584,4.172,84.115
134585,4.228,84.115625
134586,4.224,84.11625
134587,4.248,84.116875
134588,4.283,84.1175
134589,4.32,84.118125
134590,4.398,84.11875
134591,4.488,84.119375
134592,4.577,84.12
134593,4.574,84.120625
134594,4.622,84.12125
134595,4.702,84.121875
134596,4.808,84.1225
134597,4.875,84.123125
134598,4.955,84.12375
134599,5.051,84.124375
134600,5.041,84.125
134601,5.114,84.125625
134602,5.224,84.12625
134603,5.306,84.126875
134604,5.413,84.1275
134605,5.502,84.128125
134606,5.56,84.12875
134607,5.601,84.129375
134608,5.668,84.13
134609,5.754,84.130625
134610,5.842,84.13125
134611,5.901,84.131875
134612,5.944,84.1325
134613,5.975,84.133125
134614,5.973,84.13375
134615,5.998,84.134375
134616,6.049,84.135
134617,6.117,84.135625
134618,6.101,84.13625
134619,6.083,84.136875
134620,6.117,84.1375
134621,6.129,84.138125
134622,6.111,84.13875
134623,6.066,84.139375
134624,6.019,84.14
134625,6.009,84.140625
134626,6.0,84.14125
134627,5.952,84.141875
134628,5.935,84.1425
134629,5.953,84.143125
134630,5.997,84.14375
134631,5.963,84.144375
134632,5.922,84.145
134633,5.895,84.145625
134634,5.916,84.14625
134635,5.921,84.146875
134636,5.951,84.1475
134637,6.01,84.148125
134638,6.013,84.14875
134639,6.003,84.149375
134640,6.006,84.15
134641,6.078,84.150625
134642,6.141,84.15125
134643,6.203,84.151875
134644,6.268,84.1525
134645,6.353,84.153125
134646,6.372,84.15375
134647,6.376,84.154375
134648,6.523,84.155
134649,6.592,84.155625
134650,6.658,84.15625
134651,6.753,84.156875
134652,6.753,84.1575
134653,6.801,84.158125
134654,6.887,84.15875
134655,6.962,84.159375
134656,7.047,84.16
134657,7.106,84.160625
134658,7.106,84.16125
134659,7.188,84.161875
134660,7.227,84.1625
134661,7.221,84.163125
134662,7.221,84.16375
134663,7.242,84.164375
134664,7.265,84.165
134665,7.268,84.165625
134666,7.275,84.16625
134667,7.269,84.166875
134668,7.249,84.1675
134669,7.242,84.168125
134670,7.224,84.16875
134671,7.214,84.169375
134672,7.245,84.17
134673,7.261,84.170625
134674,7.251,84.17125
134675,7.21,84.171875
134676,7.148,84.1725
134677,7.167,84.173125
134678,7.218,84.17375
134679,7.204,84.174375
134680,7.177,84.175
134681,7.165,84.175625
134682,7.182,84.17625
134683,7.226,84.176875
134684,7.247,84.1775
134685,7.255,84.178125
134686,7.286,84.17875
134687,7.254,84.179375
134688,7.247,84.18
134689,7.318,84.180625
134690,7.396,84.18125
134691,7.469,84.181875
134692,7.537,84.1825
134693,7.605,84.183125
134694,7.601,84.18375
134695,7.577,84.184375
134696,7.567,84.185
134697,7.618,84.185625
134698,7.669,84.18625
134699,7.716,84.186875
134700,7.78,84.1875
134701,7.864,84.188125
134702,7.92,84.18875
134703,7.886,84.189375
134704,7.905,84.19
134705,7.937,84.190625
134706,7.973,84.19125
134707,7.983,84.191875
134708,8.018,84.1925
134709,8.065,84.193125
134710,8.109,84.19375
134711,8.111,84.194375
134712,8.111,84.195
134713,8.121,84.195625
134714,8.111,84.19625
134715,8.13,84.196875
134716,8.147,84.1975
134717,8.086,84.198125
134718,8.084,84.19875
134719,8.092,84.199375
134720,8.092,84.2
134721,8.132,84.200625
134722,8.156,84.20125
134723,8.167,84.201875
134724,8.184,84.2025
134725,8.209,84.203125
134726,8.236,84.20375
134727,8.263,84.204375
134728,8.274,84.205
134729,8.334,84.205625
134730,8.423,84.20625
134731,8.423,84.206875
134732,8.428,84.2075
134733,8.447,84.208125
134734,8.495,84.20875
134735,8.432,84.209375
134736,8.438,84.21
134737,8.521,84.210625
134738,8.552,84.21125
134739,8.534,84.211875
134740,8.518,84.2125
134741,8.569,84.213125
134742,8.638,84.21375
134743,8.655,84.214375
134744,8.608,84.215
134745,8.57,84.215625
134746,8.572,84.21625
134747,8.584,84.216875
134748,8.557,84.2175
134749,8.566,84.218125
134750,8.548,84.21875
134751,8.479,84.219375
134752,8.391,84.22
134753,8.339,84.220625
134754,8.308,84.22125
134755,8.257,84.221875
134756,8.2,84.2225
134757,8.172,84.223125
134758,8.192,84.22375
134759,8.186,84.224375
134760,8.136,84.225
134761,8.054,84.225625
134762,7.989,84.22625
134763,7.94,84.226875
134764,7.922,84.2275
134765,7.956,84.228125
134766,7.895,84.22875
134767,7.868,84.229375
134768,7.871,84.23
134769,7.824,84.230625
134770,7.745,84.23125
134771,7.684,84.231875
134772,7.694,84.2325
134773,7.643,84.233125
134774,7.597,84.23375
134775,7.564,84.234375
134776,7.547,84.235
134777,7.496,84.235625
134778,7.454,84.23625
134779,7.485,84.236875
134780,7.477,84.2375
134781,7.435,84.238125
134782,7.357,84.23875
134783,7.296,84.239375
134784,7.274,84.24
134785,7.27,84.240625
134786,7.253,84.24125
134787,7.178,84.241875
134788,7.113,84.2425
134789,7.082,84.243125
134790,7.113,84.24375
134791,7.135,84.244375
134792,7.141,84.245
134793,7.097,84.245625
134794,7.084,84.24625
134795,7.092,84.246875
134796,7.119,84.2475
134797,7.094,84.248125
134798,7.12,84.24875
134799,7.176,84.249375
134800,7.162,84.25
134801,7.103,84.250625
134802,7.066,84.25125
134803,7.103,84.251875
134804,7.172,84.2525
134805,7.224,84.253125
134806,7.251,84.25375
134807,7.217,84.254375
134808,7.223,84.255
134809,7.258,84.255625
134810,7.319,84.25625
134811,7.311,84.256875
134812,7.301,84.2575
134813,7.305,84.258125
134814,7.414,84.25875
134815,7.413,84.259375
134816,7.383,84.26
134817,7.437,84.260625
134818,7.478,84.26125
134819,7.484,84.261875
134820,7.453,84.2625
134821,7.517,84.263125
134822,7.54,84.26375
134823,7.538,84.264375
134824,7.545,84.265
134825,7.599,84.265625
134826,7.674,84.26625
134827,7.766,84.266875
134828,7.699,84.2675
134829,7.701,84.268125
134830,7.742,84.26875
134831,7.735,84.269375
134832,7.725,84.27
134833,7.723,84.270625
134834,7.733,84.27125
134835,7.762,84.271875
134836,7.739,84.2725
134837,7.683,84.273125
134838,7.704,84.27375
134839,7.704,84.274375
134840,7.731,84.275
134841,7.83,84.275625
134842,7.851,84.27625
134843,7.87,84.276875
134844,7.89,84.2775
134845,7.873,84.278125
134846,7.9,84.27875
134847,7.962,84.279375
134848,8.061,84.28
134849,8.008,84.280625
134850,7.976,84.28125
134851,7.987,84.281875
134852,7.906,84.2825
134853,7.903,84.283125
134854,7.946,84.28375
134855,7.994,84.284375
134856,8.033,84.285
134857,8.083,84.285625
134858,8.15,84.28625
134859,8.146,84.286875
134860,8.174,84.2875
134861,8.213,84.288125
134862,8.216,84.28875
134863,8.182,84.289375
134864,8.167,84.29
134865,8.197,84.290625
134866,8.154,84.29125
134867,8.116,84.291875
134868,8.095,84.2925
134869,8.139,84.293125
134870,8.163,84.29375
134871,8.166,84.294375
134872,8.142,84.295
134873,8.108,84.295625
134874,8.067,84.29625
134875,8.03,84.296875
134876,8.064,84.2975
134877,8.024,84.298125
134878,8.01,84.29875
134879,8.116,84.299375
134880,8.104,84.3
134881,8.086,84.300625
134882,8.071,84.30125
134883,8.047,84.301875
134884,8.037,84.3025
134885,8.025,84.303125
134886,7.987,84.30375
134887,7.979,84.304375
134888,7.979,84.305
134889,7.98,84.305625
134890,7.922,84.30625
134891,7.892,84.306875
134892,7.882,84.3075
134893,7.882,84.308125
134894,7.918,84.30875
134895,7.923,84.309375
134896,7.872,84.31
134897,7.913,84.310625
134898,7.936,84.31125
134899,7.948,84.311875
134900,7.968,84.3125
134901,7.914,84.313125
134902,7.897,84.31375
134903,7.975,84.314375
134904,7.882,84.315
134905,7.846,84.315625
134906,7.854,84.31625
134907,7.826,84.316875
134908,7.759,84.3175
134909,7.664,84.318125
134910,7.545,84.31875
134911,7.534,84.319375
134912,7.484,84.32
134913,7.395,84.320625
134914,7.331,84.32125
134915,7.271,84.321875
134916,7.209,84.3225
134917,7.138,84.323125
134918,7.154,84.32375
134919,7.102,84.324375
134920,6.975,84.325
134921,6.951,84.325625
134922,6.907,84.32625
134923,6.849,84.326875
134924,6.781,84.3275
134925,6.811,84.328125
134926,6.808,84.32875
134927,6.744,84.329375
134928,6.799,84.33
134929,6.797,84.330625
134930,6.769,84.33125
134931,6.758,84.331875
134932,6.729,84.3325
134933,6.735,84.333125
134934,6.799,84.33375
134935,6.783,84.334375
134936,6.796,84.335
134937,6.837,84.335625
134938,6.912,84.33625
134939,6.887,84.336875
134940,6.878,84.3375
134941,6.95,84.338125
134942,6.914,84.33875
134943,6.923,84.339375
134944,6.966,84.34
134945,6.955,84.340625
134946,6.965,84.34125
134947,6.968,84.341875
134948,6.941,84.3425
134949,6.92,84.343125
134950,6.906,84.34375
134951,6.903,84.344375
134952,6.93,84.345
134953,6.948,84.345625
134954,6.932,84.34625
134955,6.843,84.346875
134956,6.878,84.3475
134957,6.889,84.348125
134958,6.855,84.34875
134959,6.821,84.349375
134960,6.791,84.35
134961,6.767,84.350625
134962,6.75,84.35125
134963,6.733,84.351875
134964,6.698,84.3525
134965,6.641,84.353125
134966,6.635,84.35375
134967,6.55,84.354375
134968,6.448,84.355
134969,6.462,84.355625
134970,6.464,84.35625
134971,6.427,84.356875
134972,6.331,84.3575
134973,6.391,84.358125
134974,6.353,84.35875
