,ax,t
104165,8.156,65.103125
104166,8.248,65.10375
104167,8.353,65.104375
104168,8.434,65.105
104169,8.512,65.105625
104170,8.593,65.10625
104171,8.622,65.106875
104172,8.682,65.1075
104173,8.77,65.108125
104174,8.876,65.10875
104175,8.966,65.109375
104176,9.049,65.11
104177,9.127,65.110625
104178,9.119,65.11125
104179,9.176,65.111875
104180,9.276,65.1125
104181,9.246,65.113125
104182,9.3,65.11375
104183,9.366,65.114375
104184,9.379,65.115
104185,9.411,65.115625
104186,9.435,65.11625
104187,9.448,65.116875
104188,9.448,65.1175
104189,9.457,65.118125
104190,9.487,65.11875
104191,9.562,65.119375
104192,9.525,65.12
104193,9.514,65.120625
104194,9.552,65.12125
104195,9.542,65.121875
104196,9.53,65.1225
104197,9.526,65.123125
104198,9.557,65.12375
104199,9.532,65.124375
104200,9.524,65.125
104201,9.557,65.125625
104202,9.503,65.12625
104203,9.503,65.126875
104204,9.515,65.1275
104205,9.416,65.128125
104206,9.403,65.12875
104207,9.41,65.129375
104208,9.414,65.13
104209,9.368,65.130625
104210,9.385,65.13125
104211,9.427,65.131875
104212,9.321,65.1325
104213,9.315,65.133125
104214,9.311,65.13375
104215,9.246,65.134375
104216,9.191,65.135
104217,9.185,65.135625
104218,9.214,65.13625
104219,9.18,65.136875
104220,9.129,65.1375
104221,9.081,65.138125
104222,9.057,65.13875
104223,9.034,65.139375
104224,9.026,65.14
104225,9.033,65.140625
104226,8.999,65.14125
104227,9.045,65.141875
104228,9.122,65.1425
104229,9.176,65.143125
104230,9.187,65.14375
104231,9.187,65.144375
104232,9.188,65.145
104233,9.297,65.145625
104234,9.382,65.14625
104235,9.45,65.146875
104236,9.504,65.1475
104237,9.584,65.148125
104238,9.678,65.14875
104239,9.787,65.149375
104240,9.859,65.15
104241,9.926,65.150625
104242,9.991,65.15125
104243,10.059,65.151875
104244,10.13,65.1525
104245,10.185,65.153125
104246,10.213,65.15375
104247,10.207,65.154375
104248,10.225,65.155
104249,10.249,65.155625
104250,10.195,65.15625
104251,10.2,65.156875
104252,10.211,65.1575
104253,10.187,65.158125
104254,10.163,65.15875
104255,10.134,65.159375
104256,10.103,65.16
104257,10.096,65.160625
104258,10.084,65.16125
104259,10.066,65.161875
104260,10.035,65.1625
104261,9.996,65.163125
104262,9.977,65.16375
104263,9.982,65.164375
104264,9.962,65.165
104265,9.904,65.165625
104266,9.847,65.16625
104267,9.853,65.166875
104268,9.832,65.1675
104269,9.804,65.168125
104270,9.778,65.16875
104271,9.778,65.169375
104272,9.776,65.17
104273,9.769,65.170625
104274,9.748,65.17125
104275,9.764,65.171875
104276,9.777,65.1725
104277,9.773,65.173125
104278,9.807,65.17375
104279,9.76,65.174375
104280,9.678,65.175
104281,9.708,65.175625
104282,9.669,65.17625
104283,9.615,65.176875
104284,9.574,65.1775
104285,9.617,65.178125
104286,9.578,65.17875
104287,9.492,65.179375
104288,9.574,65.18
104289,9.552,65.180625
104290,9.505,65.18125
104291,9.492,65.181875
104292,9.475,65.1825
104293,9.451,65.183125
104294,9.424,65.18375
104295,9.427,65.184375
104296,9.358,65.185
104297,9.297,65.185625
104298,9.341,65.18625
104299,9.332,65.186875
104300,9.292,65.1875
104301,9.227,65.188125
104302,9.213,65.18875
