,numero,intensitemax
0,coupe_0,-33.16108676587983
1,coupe_1,-38.70988290595466
2,coupe_2,-36.657754033346734
3,coupe_3,-37.876776215482394
4,coupe_4,-33.041969908063294
5,coupe_5,-30.645340269628726
6,coupe_6,-31.13974638118581
7,coupe_7,-36.32883194136751
8,coupe_8,-34.16965330800844
9,coupe_9,-42.20520250180116
10,coupe_10,-36.436703385081664
11,coupe_11,-34.73725775384063
12,coupe_12,-32.53585922283256
13,coupe_13,-30.051741536151837
14,coupe_14,-39.36801309035522
15,coupe_15,-32.52620656292651
16,coupe_16,-31.974353584885137
17,coupe_17,-32.30777952617049
