,numero,centroid
0,coupe_0,96.98732929684549
1,coupe_1,42.72168608108132
2,coupe_2,96.22075927320984
3,coupe_3,98.52346514853257
4,coupe_4,90.25765714881166
5,coupe_5,36.08759215032258
6,coupe_6,40.01629108645214
7,coupe_7,40.57879734814083
8,coupe_8,86.4505430671156
9,coupe_9,108.01025964232822
10,coupe_10,46.21092535578322
11,coupe_11,111.43863264714201
12,coupe_12,71.68904365384853
13,coupe_13,54.001930187814246
14,coupe_14,55.77959843078806
15,coupe_15,35.445067320039634
16,coupe_16,63.20348043714211
17,coupe_17,104.6380851545163
18,coupe_18,30.08881268825284
