numero,intensitemax
coupe_0,-40.715033092092966
coupe_1,-40.851023724474985
coupe_2,-35.901954473525485
coupe_3,-36.0447328559906
coupe_4,-38.301069274519556
coupe_5,-44.450755423903196
coupe_6,-38.00727166613823
coupe_7,-40.46399852773381
coupe_8,-38.49463710282985
coupe_9,-41.86356637802798
coupe_10,-41.941792499618735
coupe_11,-43.919708415124425
coupe_12,-38.08057492987799
coupe_13,-26.105470802201616
coupe_14,-37.40028578342114
