,numero,intensitemax
0,coupe_0,-37.39898834183756
1,coupe_1,-36.82081652154302
2,coupe_2,-37.42068536765143
3,coupe_3,-46.43351627171292
4,coupe_4,-45.56498580969339
5,coupe_5,-53.21395534143588
6,coupe_6,-38.75441199715178
7,coupe_7,-45.250222977762895
8,coupe_8,-43.248578666103356
9,coupe_9,-34.596055411877074
10,coupe_10,-40.93137084937331
11,coupe_11,-35.94531433574463
12,coupe_12,-39.498978924605304
13,coupe_13,-42.22899183855528
14,coupe_14,-45.81542752004025
15,coupe_15,-40.54375714876576
