,numero,centroid
0,coupe_0,25.075941033644007
1,coupe_1,15.666220322702216
2,coupe_2,25.509443171332812
3,coupe_3,25.432538740087658
4,coupe_4,17.667425430917312
5,coupe_5,19.662185612724496
6,coupe_6,21.969149093347887
7,coupe_7,19.3636399945748
8,coupe_8,18.61149213922277
9,coupe_9,21.806055895382304
10,coupe_10,18.86873168510282
11,coupe_11,17.389046346074654
12,coupe_12,19.04147711143935
13,coupe_13,32.388145269885364
14,coupe_14,31.39824174107531
15,coupe_15,19.974786197995112
