,t,Vdbz
0,46.11875,
1,46.119375,
2,46.12,
3,46.120625,
4,46.12125,
5,46.121875,
6,46.1225,
7,46.123125,
8,46.12375,
9,46.124375,
10,46.125,
11,46.125625,
12,46.12625,
13,46.126875,
14,46.1275,
15,46.128125,
16,46.12875,
17,46.129375,
18,46.13,
19,46.130625,
20,46.13125,
21,46.131875,
22,46.1325,
23,46.133125,
24,46.13375,
25,46.134375,
26,46.135,
27,46.135625,
28,46.13625,
29,46.136875,
30,46.1375,
31,46.138125,
32,46.13875,
33,46.139375,
34,46.14,
35,46.140625,
36,46.14125,
37,46.141875,
38,46.1425,
39,46.143125,
40,46.14375,
41,46.144375,
42,46.145,
43,46.145625,
44,46.14625,
45,46.146875,
46,46.1475,
47,46.148125,
48,46.14875,
49,46.149375,
50,46.15,
51,46.150625,
52,46.15125,
53,46.151875,
54,46.1525,
55,46.153125,
56,46.15375,
57,46.154375,
58,46.155,
59,46.155625,
60,46.15625,
61,46.156875,
62,46.1575,
63,46.158125,
64,46.15875,
65,46.159375,
66,46.16,
67,46.160625,
68,46.16125,
69,46.161875,
70,46.1625,
71,46.163125,
72,46.16375,
73,46.164375,
74,46.165,
75,46.165625,
76,46.16625,
77,46.166875,
78,46.1675,
79,46.168125,
80,46.16875,
81,46.169375,
82,46.17,
83,46.170625,
84,46.17125,
85,46.171875,
86,46.1725,
87,46.173125,
88,46.17375,
89,46.174375,
90,46.175,
91,46.175625,
92,46.17625,
93,46.176875,
94,46.1775,
95,46.178125,
96,46.17875,
97,46.179375,
98,46.18,
99,46.180625,
100,46.18125,
101,46.181875,
102,46.1825,
103,46.183125,
104,46.18375,
105,46.184375,
106,46.185,
107,46.185625,
108,46.18625,
109,46.186875,
110,46.1875,
111,46.188125,
112,46.18875,
113,46.189375,
114,46.19,
115,46.190625,
116,46.19125,
117,46.191875,
118,46.1925,
119,46.193125,
120,46.19375,
121,46.194375,
122,46.195,
123,46.195625,
124,46.19625,
125,46.196875,
126,46.1975,
127,46.198125,
128,46.19875,
129,46.199375,
130,46.2,
131,46.200625,
132,46.20125,
133,46.201875,
134,46.2025,
135,46.203125,
136,46.20375,
137,46.204375,
138,46.205,
139,46.205625,
140,46.20625,
141,46.206875,
142,46.2075,
143,46.208125,
144,46.20875,
145,46.209375,
146,46.21,
147,46.210625,
148,46.21125,
149,46.211875,
150,46.2125,
151,46.213125,
152,46.21375,
153,46.214375,
154,46.215,
155,46.215625,
156,46.21625,
157,46.216875,
158,46.2175,
159,46.218125,
160,46.21875,
161,46.219375,
162,46.22,
163,46.220625,
164,46.22125,
165,46.221875,
166,46.2225,
167,46.223125,
168,46.22375,
169,46.224375,
170,46.225,
171,46.225625,
172,46.22625,
173,46.226875,
174,46.2275,
175,46.228125,
176,46.22875,
177,46.229375,
178,46.23,
179,46.230625,
180,46.23125,
181,46.231875,
182,46.2325,
183,46.233125,
184,46.23375,
185,46.234375,
186,46.235,
187,46.235625,
188,46.23625,
189,46.236875,
190,46.2375,
191,46.238125,
192,46.23875,
193,46.239375,
194,46.24,
195,46.240625,
196,46.24125,
197,46.241875,
198,46.2425,
199,46.243125,
200,46.24375,
201,46.244375,
202,46.245,
203,46.245625,
204,46.24625,
205,46.246875,
206,46.2475,
207,46.248125,
208,46.24875,
209,46.249375,
210,46.25,
211,46.250625,
212,46.25125,
213,46.251875,
214,46.2525,
215,46.253125,
216,46.25375,
217,46.254375,
218,46.255,
219,46.255625,
220,46.25625,
221,46.256875,
222,46.2575,
223,46.258125,
224,46.25875,
225,46.259375,
226,46.26,
227,46.260625,
228,46.26125,
229,46.261875,
230,46.2625,
231,46.263125,
232,46.26375,
233,46.264375,
234,46.265,
235,46.265625,
236,46.26625,
237,46.266875,
238,46.2675,
239,46.268125,
240,46.26875,
241,46.269375,
242,46.27,
243,46.270625,
244,46.27125,
245,46.271875,
246,46.2725,
247,46.273125,
248,46.27375,
249,46.274375,
250,46.275,
251,46.275625,
252,46.27625,
253,46.276875,
254,46.2775,
255,46.278125,
256,46.27875,
257,46.279375,
258,46.28,
259,46.280625,
260,46.28125,
261,46.281875,
262,46.2825,
263,46.283125,
264,46.28375,
265,46.284375,
266,46.285,
267,46.285625,
268,46.28625,
269,46.286875,
270,46.2875,
271,46.288125,
272,46.28875,
273,46.289375,
274,46.29,
275,46.290625,
276,46.29125,
277,46.291875,
278,46.2925,
279,46.293125,
280,46.29375,
281,46.294375,
282,46.295,
283,46.295625,
284,46.29625,
285,46.296875,
286,46.2975,
287,46.298125,
288,46.29875,
289,46.299375,
290,46.3,
291,46.300625,
292,46.30125,
293,46.301875,
294,46.3025,
295,46.303125,
296,46.30375,
297,46.304375,
298,46.305,
299,46.305625,
300,46.30625,
301,46.306875,
302,46.3075,
303,46.308125,
304,46.30875,
305,46.309375,
306,46.31,
307,46.310625,
308,46.31125,
309,46.311875,
310,46.3125,
311,46.313125,
312,46.31375,
313,46.314375,
314,46.315,
315,46.315625,
316,46.31625,
317,46.316875,
318,46.3175,
319,46.318125,
320,46.31875,
321,46.319375,
322,46.32,
323,46.320625,
324,46.32125,
325,46.321875,
326,46.3225,
327,46.323125,
328,46.32375,
329,46.324375,
330,46.325,
331,46.325625,
332,46.32625,
333,46.326875,
334,46.3275,
335,46.328125,
336,46.32875,
337,46.329375,
338,46.33,
339,46.330625,
340,46.33125,
341,46.331875,
342,46.3325,
343,46.333125,
344,46.33375,
345,46.334375,
346,46.335,
347,46.335625,
348,46.33625,
349,46.336875,
350,46.3375,
351,46.338125,
352,46.33875,
353,46.339375,
354,46.34,
355,46.340625,
356,46.34125,
357,46.341875,
358,46.3425,
359,46.343125,
360,46.34375,
361,46.344375,
362,46.345,
363,46.345625,
364,46.34625,
365,46.346875,
366,46.3475,
367,46.348125,
368,46.34875,
369,46.349375,
370,46.35,
371,46.350625,
372,46.35125,
373,46.351875,
374,46.3525,
375,46.353125,
376,46.35375,
377,46.354375,
378,46.355,
379,46.355625,
380,46.35625,
381,46.356875,
382,46.3575,
383,46.358125,
384,46.35875,
385,46.359375,
386,46.36,
387,46.360625,
388,46.36125,
389,46.361875,
390,46.3625,
391,46.363125,
392,46.36375,
393,46.364375,
394,46.365,
395,46.365625,
396,46.36625,
397,46.366875,
398,46.3675,
399,46.368125,
400,46.36875,
401,46.369375,
402,46.37,
403,46.370625,
404,46.37125,
405,46.371875,
406,46.3725,
407,46.373125,
408,46.37375,
409,46.374375,
410,46.375,
411,46.375625,
412,46.37625,
413,46.376875,
414,46.3775,
415,46.378125,
416,46.37875,
417,46.379375,
418,46.38,
419,46.380625,
420,46.38125,
421,46.381875,
422,46.3825,
423,46.383125,
424,46.38375,
425,46.384375,
426,46.385,
427,46.385625,
428,46.38625,
429,46.386875,
430,46.3875,
431,46.388125,
432,46.38875,
433,46.389375,
434,46.39,
435,46.390625,
436,46.39125,
437,46.391875,
438,46.3925,
439,46.393125,
440,46.39375,
441,46.394375,
442,46.395,
443,46.395625,
444,46.39625,
445,46.396875,
446,46.3975,
447,46.398125,
448,46.39875,
449,46.399375,
450,46.4,
451,46.400625,
452,46.40125,
453,46.401875,
454,46.4025,
455,46.403125,
456,46.40375,
457,46.404375,
458,46.405,
459,46.405625,
460,46.40625,
461,46.406875,
462,46.4075,
463,46.408125,
464,46.40875,
465,46.409375,
466,46.41,
467,46.410625,
468,46.41125,
469,46.411875,
470,46.4125,
471,46.413125,
472,46.41375,
473,46.414375,
474,46.415,
475,46.415625,
476,46.41625,
477,46.416875,
478,46.4175,
479,46.418125,
480,46.41875,
481,46.419375,
482,46.42,
483,46.420625,
484,46.42125,
485,46.421875,
486,46.4225,
487,46.423125,
488,46.42375,
489,46.424375,
490,46.425,
491,46.425625,
492,46.42625,
493,46.426875,
494,46.4275,
495,46.428125,
496,46.42875,
497,46.429375,
498,46.43,
499,46.430625,
500,46.43125,
501,46.431875,
502,46.4325,
503,46.433125,
504,46.43375,
505,46.434375,
506,46.435,
507,46.435625,
508,46.43625,
509,46.436875,
510,46.4375,
511,46.438125,
512,46.43875,
513,46.439375,
514,46.44,
515,46.440625,
516,46.44125,
517,46.441875,
518,46.4425,
519,46.443125,
520,46.44375,
521,46.444375,
522,46.445,
523,46.445625,
524,46.44625,
525,46.446875,
526,46.4475,
527,46.448125,
528,46.44875,
529,46.449375,
530,46.45,
531,46.450625,
532,46.45125,
533,46.451875,
534,46.4525,
535,46.453125,
536,46.45375,
537,46.454375,
538,46.455,
539,46.455625,
540,46.45625,
541,46.456875,
542,46.4575,
543,46.458125,
544,46.45875,
545,46.459375,
546,46.46,
547,46.460625,
548,46.46125,
549,46.461875,
550,46.4625,
551,46.463125,
552,46.46375,
553,46.464375,
554,46.465,
555,46.465625,
556,46.46625,
557,46.466875,
558,46.4675,
559,46.468125,
560,46.46875,
561,46.469375,
562,46.47,
563,46.470625,
564,46.47125,
565,46.471875,
566,46.4725,
567,46.473125,
568,46.47375,
569,46.474375,
570,46.475,
571,46.475625,
572,46.47625,
573,46.476875,
574,46.4775,
575,46.478125,
576,46.47875,
577,46.479375,
578,46.48,
579,46.480625,
580,46.48125,
581,46.481875,
582,46.4825,
583,46.483125,
584,46.48375,
585,46.484375,
586,46.485,
587,46.485625,
588,46.48625,
589,46.486875,
590,46.4875,
591,46.488125,
592,46.48875,
593,46.489375,
594,46.49,
595,46.490625,
596,46.49125,
597,46.491875,
598,46.4925,
599,46.493125,
600,46.49375,
601,46.494375,
602,46.495,
603,46.495625,
604,46.49625,
605,46.496875,
606,46.4975,
607,46.498125,
608,46.49875,
609,46.499375,
610,46.5,
611,46.500625,
612,46.50125,
613,46.501875,
614,46.5025,
615,46.503125,
616,46.50375,
617,46.504375,
618,46.505,
619,46.505625,
620,46.50625,
621,46.506875,
622,46.5075,
623,46.508125,
624,46.50875,
625,46.509375,130.98742304666354
626,46.51,143.5386016890101
627,46.510625,147.7278387870022
628,46.51125,149.45161882681452
629,46.511875,151.16745044338313
630,46.5125,152.6953877720001
631,46.513125,153.84336158341102
632,46.51375,154.6324198727409
633,46.514375,155.23525009111307
634,46.515,155.69690866825292
635,46.515625,155.57691132499997
636,46.51625,155.28247609203234
637,46.516875,154.82287433695478
638,46.5175,154.15242533122264
639,46.518125,153.3327928169208
640,46.51875,152.36870253031054
641,46.519375,151.2413346899091
642,46.52,149.94854560202648
643,46.520625,148.48881175052955
644,46.52125,146.82987754798057
645,46.521875,145.13435491954974
646,46.5225,143.17689547269975
647,46.523125,140.84599614827252
648,46.52375,138.0769867619336
649,46.524375,134.921780861124
650,46.525,130.29095505320572
651,46.525625,119.47179246854515
652,46.52625,
653,46.526875,
654,46.5275,
655,46.528125,
656,46.52875,
657,46.529375,
658,46.53,
659,46.530625,
660,46.53125,
661,46.531875,
662,46.5325,
663,46.533125,
664,46.53375,
665,46.534375,
666,46.535,117.39636415958657
667,46.535625,124.90037741475506
668,46.53625,128.80243206375607
669,46.536875,131.08008642023808
670,46.5375,132.89271007536306
671,46.538125,134.37501469479332
672,46.53875,135.4258688525812
673,46.539375,136.16827102800735
674,46.54,136.7100065573464
675,46.540625,137.06300872895685
676,46.54125,137.270026012829
677,46.541875,137.34934975718102
678,46.5425,137.29496671259318
679,46.543125,137.05935382057638
680,46.54375,136.73281083145548
681,46.544375,136.3341036733303
682,46.545,135.89812213033608
683,46.545625,135.3178395286003
684,46.54625,134.7071866600342
685,46.546875,134.13776789963234
686,46.5475,133.42160465477698
687,46.548125,132.70162872021746
688,46.54875,131.96486383307246
689,46.549375,131.0338783025445
690,46.55,130.02118524435502
691,46.550625,128.92763624444885
692,46.55125,127.79395096412772
693,46.551875,126.72118555732698
694,46.5525,125.7336193870986
695,46.553125,124.910253356283
696,46.55375,124.62429295925203
697,46.554375,124.83092961193097
698,46.555,125.28218312611617
699,46.555625,125.5842102520279
700,46.55625,126.60015401745518
701,46.556875,127.79749116781971
702,46.5575,129.0111401883666
703,46.558125,129.73710710553885
704,46.55875,130.54744165655225
705,46.559375,131.44581212302836
706,46.56,132.49595157921522
707,46.560625,133.6139605939527
708,46.56125,134.61241595774564
709,46.561875,135.36387923266145
710,46.5625,136.08142497771323
711,46.563125,136.72901427440308
712,46.56375,137.31155414839859
713,46.564375,137.8385506844135
714,46.565,138.40037832057828
715,46.565625,138.99462904631415
716,46.56625,139.66350144075625
717,46.566875,140.3515173678215
718,46.5675,140.9688360710081
719,46.568125,141.4860868800287
720,46.56875,141.93403003220004
721,46.569375,142.35139126927655
722,46.57,142.7312407317996
723,46.570625,143.0096024454067
724,46.57125,143.18171427428692
725,46.571875,143.21237144798948
726,46.5725,142.9966939343157
727,46.573125,142.69756090390257
728,46.57375,142.38181704843444
729,46.574375,142.0617000368323
730,46.575,141.6686189632102
731,46.575625,141.2614105128592
732,46.57625,140.84126698864313
733,46.576875,140.41550976387117
734,46.5775,140.0277504697328
735,46.578125,139.62912333044252
736,46.57875,139.19608633016676
737,46.579375,138.81331744951657
738,46.58,138.46073337341574
739,46.580625,138.14069904966834
740,46.58125,137.87523524115886
741,46.581875,137.53820622689256
742,46.5825,137.15509044118883
743,46.583125,136.74166301646372
744,46.58375,136.56933094705357
745,46.584375,136.417159788794
746,46.585,136.25158310818094
747,46.585625,136.31421079577927
748,46.58625,136.26895088529642
749,46.586875,136.18041440967346
750,46.5875,136.18984753874682
751,46.588125,136.34734032575187
752,46.58875,136.46165593065606
753,46.589375,136.4407449614517
754,46.59,136.29027904736478
755,46.590625,136.08960378211987
756,46.59125,135.82819831334322
757,46.591875,135.41556792338295
758,46.5925,135.1098745683024
759,46.593125,134.77244055835885
760,46.59375,134.2192623799055
761,46.594375,133.54301042546865
762,46.595,132.8552240653064
763,46.595625,132.1833474860404
764,46.59625,131.28621819921204
765,46.596875,129.97172417635034
766,46.5975,128.17497212368488
767,46.598125,125.89373248558887
768,46.59875,125.64337556609283
769,46.599375,125.2014277597015
770,46.6,122.94734215587573
771,46.600625,109.85520778053676
772,46.60125,
773,46.601875,
774,46.6025,
775,46.603125,
776,46.60375,
777,46.604375,
778,46.605,
779,46.605625,
780,46.60625,
781,46.606875,
782,46.6075,
