,numero,intensitemax
0,coupe_0,-58.933497530183
1,coupe_1,-43.330645828184004
2,coupe_2,-32.95302087947534
3,coupe_3,-43.0619612486261
4,coupe_4,-37.3742706468697
5,coupe_5,-35.40445195471613
6,coupe_6,-41.14418627172099
7,coupe_7,-28.52359227346551
8,coupe_8,-42.83080053244596
9,coupe_9,-38.93779362101636
10,coupe_10,-34.43487518701816
11,coupe_11,-36.85755587369022
12,coupe_12,-46.6856167571271
13,coupe_13,-41.65787850513624
14,coupe_14,-38.003246920157515
15,coupe_15,-39.00765017184771
16,coupe_16,-39.59638463811835
17,coupe_17,-47.1603374467891
