,numero,intensitemax
0,coupe_0,-39.060513520715084
1,coupe_1,-39.603684623964895
2,coupe_2,-39.195379550346516
3,coupe_3,-34.37566203749356
4,coupe_4,-35.191335291759614
5,coupe_5,-41.12336077110008
6,coupe_6,-30.57366012651814
7,coupe_7,-35.01822625756073
8,coupe_8,-32.824619968004846
9,coupe_9,-38.64773634321351
10,coupe_10,-37.71330898532383
11,coupe_11,-33.52288395212425
12,coupe_12,-32.64813558807581
13,coupe_13,-54.08440345732551
14,coupe_14,-41.540594259533854
15,coupe_15,-45.69809073157568
16,coupe_16,-42.27203253367267
17,coupe_17,-39.33803755404984
18,coupe_18,-46.416247190724995
19,coupe_19,-31.085580962953536
20,coupe_20,-50.38978470358822
