,numero,intensitemax
0,coupe_0,-33.820459234064906
1,coupe_1,-32.52181511127999
2,coupe_2,-37.51154961311939
3,coupe_3,-30.3553748482268
4,coupe_4,-31.995385195468728
5,coupe_5,-29.23620042582234
6,coupe_6,-29.884247297607875
7,coupe_7,-31.47277455262886
8,coupe_8,-38.25901509207477
9,coupe_9,-36.398906114575
10,coupe_10,-34.98302421654833
11,coupe_11,-30.76487901521559
12,coupe_12,-31.684137840723086
13,coupe_13,-31.32801383128175
14,coupe_14,-31.601332824159172
15,coupe_15,-37.54591176235135
16,coupe_16,-35.022597971355886
17,coupe_17,-32.77238369936283
18,coupe_18,-33.10776716554547
