,numero,intensitemax
0,coupe_0,-39.185475834643604
1,coupe_1,-37.18041279498791
2,coupe_2,-36.94279386493758
3,coupe_3,-39.158384100462634
4,coupe_4,-40.25230962463973
5,coupe_5,-32.223763417406495
6,coupe_6,-34.131951599057096
7,coupe_7,-32.47048942897745
8,coupe_8,-33.66471479247363
9,coupe_9,-35.847389773656474
10,coupe_10,-42.92018031198643
11,coupe_11,-42.16900924078664
12,coupe_12,-36.332062597882555
13,coupe_13,-39.13634082412225
14,coupe_14,-40.31288676947813
15,coupe_15,-31.414371602752222
16,coupe_16,-34.965153703847434
17,coupe_17,-40.562880568134645
