,numero,intensitemax
0,coupe_0,-39.66369568454755
1,coupe_1,-41.79159870127179
2,coupe_2,-41.2264133930218
3,coupe_3,-49.59116974323357
4,coupe_4,-36.261772728800295
5,coupe_5,-35.04572399211106
6,coupe_6,-35.29911724882123
7,coupe_7,-47.63356464840545
8,coupe_8,-36.90393137988901
9,coupe_9,-51.14923795989156
10,coupe_10,-32.59298889247272
11,coupe_11,-42.00512448479486
12,coupe_12,-35.50462455657191
13,coupe_13,-35.94168852282988
14,coupe_14,-37.39113420345872
15,coupe_15,-34.41057306480121
16,coupe_16,-35.5808171222831
17,coupe_17,-37.16545745284673
