,numero,centroid
0,coupe_0,25.353842809083833
1,coupe_1,13.987893765229243
2,coupe_2,18.674386874191974
3,coupe_3,21.539498553326688
4,coupe_4,15.794787396911575
5,coupe_5,14.121383896664641
6,coupe_6,18.26356334727258
7,coupe_7,14.106834305031846
8,coupe_8,15.892437546200439
9,coupe_9,15.027229148474115
10,coupe_10,16.169280650695516
11,coupe_11,15.266088969247043
12,coupe_12,18.095737987705125
13,coupe_13,19.14722447526814
14,coupe_14,26.12335483185255
15,coupe_15,18.090685855347065
