,numero,centroid
0,coupe_0,34.741217160563984
1,coupe_1,20.976020916173333
2,coupe_2,25.838790096625708
3,coupe_3,34.45481175330832
4,coupe_4,26.493170756722453
5,coupe_5,21.966313180616602
6,coupe_6,35.73682602386554
7,coupe_7,51.48843333331292
8,coupe_8,26.847404032921176
9,coupe_9,39.730939324681174
10,coupe_10,23.439362589554925
11,coupe_11,58.6259494468484
12,coupe_12,33.76164494655782
13,coupe_13,36.314622520365894
14,coupe_14,23.67601424022393
15,coupe_15,18.304603530887903
16,coupe_16,34.13455948097899
17,coupe_17,21.244130144728008
18,coupe_18,21.50251289691535
