,t,Vdbx
0,29.04,142.01774509707187
1,29.040625,141.90478224020956
2,29.04125,141.81714791963066
3,29.041875,141.7378694261891
4,29.0425,141.65714297192818
5,29.043125,141.57058630508692
6,29.04375,141.46189729031494
7,29.044375,141.37410439383882
8,29.045,141.3033750341149
9,29.045625,141.25239167708682
10,29.04625,141.12742358951058
11,29.046875,141.0276816885338
12,29.0475,140.96106346231218
13,29.048125,140.84520813378904
14,29.04875,140.74135516085116
15,29.049375,140.64834557665537
16,29.05,140.5722383013246
17,29.050625,140.43783747838216
18,29.05125,140.30635666138232
19,29.051875,140.20090825272197
20,29.0525,140.0890070597845
21,29.053125,140.0
22,29.05375,139.918843259851
23,29.054375,139.77831041025374
24,29.055,139.7228892942104
25,29.055625,139.662598494694
26,29.05625,139.52424754234755
27,29.056875,139.38645412224406
28,29.0575,139.2936762995208
29,29.058125,139.2417016103472
30,29.05875,139.10316773851588
31,29.059375,138.98584802824053
32,29.06,138.88076560108834
33,29.060625,138.7763965005242
34,29.06125,138.70409734853163
35,29.061875,138.60165266784742
36,29.0625,138.44204733615214
37,29.063125,138.33539368566272
38,29.06375,138.23805992088066
39,29.064375,138.133164353432
40,29.065,137.94484205610732
41,29.065625,137.80618433799896
42,29.06625,137.69250926512467
43,29.066875,137.592238141317
44,29.0675,137.41626847831196
45,29.068125,137.29733828657052
46,29.06875,137.24262758626077
47,29.069375,137.1176486007207
48,29.07,136.96008542994537
49,29.070625,136.79458750412775
50,29.07125,136.66676777878794
51,29.071875,136.5473854610765
52,29.0725,136.4066568979882
53,29.073125,136.23150011741185
54,29.07375,136.1072981493289
55,29.074375,136.03904469708564
56,29.075,135.98681098907164
57,29.075625,135.79725260092764
58,29.07625,135.66949575164494
59,29.076875,135.56736686711747
60,29.0775,135.4742665055404
61,29.078125,135.3252818130399
62,29.07875,135.23555075016355
63,29.079375,135.20392458910268
64,29.08,135.03943149472656
65,29.080625,134.98544816596842
66,29.08125,134.9560018172874
67,29.081875,134.8135685045491
68,29.0825,134.72155274007892
69,29.083125,134.6526993507839
70,29.08375,134.60433681137388
71,29.084375,134.53291440481823
72,29.085,134.4576122137388
73,29.085625,134.38330988178427
74,29.08625,134.32674575779097
75,29.086875,134.26645009974055
76,29.0875,134.21588199860653
77,29.088125,134.19387739455584
78,29.08875,134.07614130548657
79,29.089375,133.99155182797818
80,29.09,133.95156067302227
81,29.090625,133.92712777466664
82,29.09125,133.89912004499638
83,29.091875,133.85517636309447
84,29.0925,133.76661636224532
85,29.093125,133.67534522850625
86,29.09375,133.61577223013364
87,29.094375,133.60308283468748
88,29.095,133.61577223013364
89,29.095625,133.54666302839803
90,29.09625,133.42160465477698
91,29.096875,133.3209947696103
92,29.0975,133.25704466529592
93,29.098125,133.1792968532887
94,29.09875,133.04299210803305
95,29.099375,132.93983074954244
96,29.1,132.9025479851678
97,29.100625,132.93003500063224
98,29.10125,132.98280128288437
99,29.101875,132.9417885743311
100,29.1025,132.84731161689945
101,29.103125,132.75379638236802
102,29.10375,132.6349614879314
103,29.104375,132.53911902870894
104,29.105,132.48357851496044
105,29.105625,132.33790852801522
106,29.10625,132.2025522615199
107,29.106875,132.0477118021021
108,29.1075,131.7114703724546
109,29.108125,131.53603791657827
110,29.10875,131.39449898452318
111,29.109375,131.20291679698096
112,29.11,131.05336432224388
113,29.110625,130.9604138981106
114,29.11125,130.91603514318552
115,29.111875,130.7387404540935
116,29.1125,130.43060682557422
117,29.113125,130.1219791985688
118,29.11375,130.05946118131263
119,29.114375,129.82443152478567
120,29.115,129.55688952677517
121,29.115625,129.29872858243465
122,29.11625,128.9307433414729
123,29.116875,128.66899587523193
124,29.1175,128.46491747873617
125,29.118125,128.1035109243598
126,29.11875,127.73354567921675
127,29.119375,127.41396185151153
128,29.12,127.21186827130497
129,29.120625,126.76115750839513
130,29.12125,126.44438589467839
131,29.121875,126.27312693236063
132,29.1225,125.69763429310908
133,29.123125,125.26324929924434
134,29.12375,124.91518711934553
135,29.124375,124.59363684635352
136,29.125,124.41784498439037
137,29.125625,124.17420039812802
138,29.12625,123.76731852126296
139,29.126875,122.99054027508696
140,29.1275,122.5615202533743
141,29.128125,122.39171549923567
142,29.12875,121.97979278802353
143,29.129375,121.4963288129035
144,29.13,121.03076781030654
145,29.130625,120.71659650505657
146,29.13125,120.40722565295417
147,29.131875,120.05195961439817
148,29.1325,119.69054626687586
149,29.133125,119.9564616149145
150,29.13375,119.69954252830986
151,29.134375,119.24738671340043
152,29.135,119.1521457412019
153,29.135625,119.20941555068597
154,29.13625,119.51782272803585
155,29.136875,120.08642747565284
156,29.1375,119.70852948166004
157,29.138125,119.32283465478065
158,29.13875,118.98780013289824
159,29.139375,118.91921407155138
160,29.14,119.609157845522
161,29.140625,120.23986229318513
162,29.14125,120.32394707024878
163,29.141875,120.73257790724324
164,29.1425,121.01532622466084
165,29.143125,121.1988377612391
166,29.14375,122.02806701110661
167,29.144375,122.68991711669347
168,29.145,123.21537123722257
169,29.145625,123.6139840259207
170,29.14625,124.34967888427813
171,29.146875,124.93981398483099
172,29.1475,125.26324929924434
173,29.148125,125.70214059133625
174,29.14875,126.23507722111509
175,29.149375,126.81681099624663
176,29.15,127.37689013651644
177,29.150625,127.8469031072241
178,29.15125,128.30948336218472
179,29.151875,128.81188523679663
180,29.1525,129.28084410877622
181,29.153125,129.7172665919467
182,29.15375,130.13280611133007
183,29.154375,130.5783340055531
184,29.155,130.9702451268207
185,29.155625,131.3452338470775
186,29.15625,131.7564634263791
187,29.156875,132.0845210616894
188,29.1575,132.43805921782462
189,29.158125,132.84731161689945
190,29.15875,133.20212443446488
191,29.159375,133.47883997268175
192,29.16,133.72736206946072
193,29.160625,134.1121432680921
194,29.16125,134.4015314553628
195,29.161875,134.67998573076773
196,29.1625,134.99781682542843
197,29.163125,135.31039086195906
198,29.16375,135.57893455937233
199,29.164375,135.8085183478222
200,29.165,136.06641047157507
201,29.165625,136.31421079577927
202,29.16625,136.56804156983188
203,29.166875,136.85842241519964
204,29.1675,137.110383113356
205,29.168125,137.35759566916758
206,29.16875,137.60826799755833
207,29.169375,137.79275600813335
208,29.17,137.96352966995354
209,29.170625,138.13531779081455
210,29.17125,138.35850844129482
211,29.171875,138.54946041990553
212,29.1725,138.73630462395266
213,29.173125,138.93395674491484
214,29.17375,139.09835107469917
215,29.174375,139.2757565469111
216,29.175,139.45978453710697
217,29.175625,139.5407467044936
218,29.17625,139.67072163205987
219,29.176875,139.81387921359504
220,29.1775,139.91796647292875
221,29.178125,140.02861624492797
222,29.17875,140.14556494668489
223,29.179375,140.27191047074578
224,29.18,140.3231102390291
225,29.180625,140.41136869602727
226,29.18125,140.52412594166236
227,29.181875,140.62897723718766
228,29.1825,140.71579666255514
229,29.183125,140.8041325514942
230,29.18375,140.90802445991685
231,29.184375,141.0438716086695
232,29.185,141.1540826306806
233,29.185625,141.23583278368022
234,29.18625,141.31159429456898
235,29.186875,141.36371723492323
236,29.1875,141.41257688102857
237,29.188125,141.48681884730155
238,29.18875,141.54445020822106
239,29.189375,141.6204617290267
240,29.19,141.72719661349498
241,29.190625,141.76343079728704
242,29.19125,141.78184511685438
243,29.191875,141.78821021967087
244,29.1925,141.80516105862634
245,29.193125,141.8248953181592
246,29.19375,141.83263581253615
247,29.194375,141.8108039950847
248,29.195,141.7811375951957
249,29.195625,141.75065951468187
250,29.19625,141.71651067041486
251,29.196875,141.61180828907
252,29.1975,141.5568020546999
253,29.198125,141.5226098908601
254,29.19875,141.47363398952567
255,29.199375,141.37187961953302
256,29.2,141.25840527465326
257,29.200625,141.1434288309453
258,29.20125,141.06541133362757
259,29.201875,140.9874620030306
260,29.2025,140.8978476694872
261,29.203125,140.75092024171653
262,29.20375,140.6378597542095
263,29.204375,140.54291331548683
264,29.205,140.45928413035986
265,29.205625,140.35485328322997
266,29.20625,140.25168327828302
267,29.206875,140.15154196608677
268,29.2075,140.0528229800008
269,29.208125,139.98261082574743
270,29.20875,139.92322586736015
271,29.209375,139.85460407908283
272,29.21,139.79077606641005
