,numero,centroid
0,coupe_0,98.23968941034796
1,coupe_1,122.49376628838952
2,coupe_2,166.24602065388055
3,coupe_3,150.2103438281341
4,coupe_4,177.79952151871692
5,coupe_5,126.5160515076648
6,coupe_6,166.77753178655257
7,coupe_7,107.2309948673295
8,coupe_8,188.02242570996586
9,coupe_9,142.4533356824084
10,coupe_10,112.31071461071335
11,coupe_11,155.11900072817812
12,coupe_12,160.82246523312836
13,coupe_13,183.0201320370529
14,coupe_14,176.39246443798174
15,coupe_15,184.28715889540206
16,coupe_16,178.97742401841018
17,coupe_17,195.88437791303713
