,numero,intensitemax
0,coupe_0,-32.54970638145549
1,coupe_1,-39.914415996570185
2,coupe_2,-44.41444079107842
3,coupe_3,-43.85580136534585
4,coupe_4,-46.21516980644352
5,coupe_5,-37.697945848195104
6,coupe_6,-45.53644294875215
7,coupe_7,-36.465448019376375
8,coupe_8,-38.710020163953686
9,coupe_9,-42.88402259839472
10,coupe_10,-42.337464480343485
11,coupe_11,-47.876995933444846
12,coupe_12,-47.21849028777709
13,coupe_13,-31.33276591266636
14,coupe_14,-38.00449773837209
15,coupe_15,-38.22144917856011
16,coupe_16,-36.21481677214953
17,coupe_17,-40.074945313508145
