,numero,intensitemax
0,coupe_0,-26.36576020123284
1,coupe_1,-29.617214036614147
2,coupe_2,-36.696260911026776
3,coupe_3,-36.76993092175775
4,coupe_4,-31.542423640151082
5,coupe_5,-34.59841600983377
6,coupe_6,-31.84076035604988
7,coupe_7,-32.10624000981892
8,coupe_8,-32.65578953439699
9,coupe_9,-36.750513366929184
10,coupe_10,-31.359009116287027
11,coupe_11,-44.552735368875396
12,coupe_12,-34.146963243355124
13,coupe_13,-39.247426914101155
14,coupe_14,-40.06899519875155
15,coupe_15,-28.214704287428233
