,numero,intensitemax
0,coupe_0,-34.28765107045253
1,coupe_1,-36.94241624526246
2,coupe_2,-27.469812069087908
3,coupe_3,-31.910118277984942
4,coupe_4,-29.895970234846615
5,coupe_5,-33.85094813901517
6,coupe_6,-37.19269256338765
7,coupe_7,-34.31795114100555
8,coupe_8,-30.987525831767663
9,coupe_9,-32.339076823131485
10,coupe_10,-29.33329423088577
11,coupe_11,-32.289408258022256
12,coupe_12,-30.697754821606857
13,coupe_13,-30.34423783335162
14,coupe_14,-28.17031796767957
15,coupe_15,-33.690577160989996
16,coupe_16,-32.727475571536935
17,coupe_17,-42.68527678653844
