,numero,centroid
0,coupe_0,37.703110198847284
1,coupe_1,29.052857567665328
2,coupe_2,51.83934674025962
3,coupe_3,34.929410342247266
4,coupe_4,38.25574983392242
5,coupe_5,34.5673025014553
6,coupe_6,29.821191515947355
7,coupe_7,31.77971618216048
8,coupe_8,35.52590555865336
9,coupe_9,33.80620060500292
10,coupe_10,40.2443831140433
11,coupe_11,29.601394632829347
12,coupe_12,29.31195451961221
13,coupe_13,48.487074590145305
14,coupe_14,33.28213931398387
15,coupe_15,47.35070386696529
16,coupe_16,26.455023956198875
17,coupe_17,38.36676528089657
18,coupe_18,49.843647511731
19,coupe_19,30.114863610114913
20,coupe_20,35.7085534341556
