,numero,centroid
0,coupe_0,54.55688316085794
1,coupe_1,49.798882558043836
2,coupe_2,57.654906625937535
3,coupe_3,46.368678557205286
4,coupe_4,37.31725328234822
5,coupe_5,102.28880287233339
6,coupe_6,37.57310812443404
7,coupe_7,64.59924052775281
8,coupe_8,34.420788358776726
9,coupe_9,39.131984378260164
10,coupe_10,43.13639703192831
11,coupe_11,72.49690446048722
12,coupe_12,36.4298358412037
13,coupe_13,34.04213335729275
14,coupe_14,42.88340461490581
15,coupe_15,39.250509057614856
