,numero,intensitemax
0,coupe_0,-27.3017278232615
1,coupe_1,-45.429502922288016
2,coupe_2,-43.039668523365116
3,coupe_3,-35.3089582382309
4,coupe_4,-42.68443260402787
5,coupe_5,-43.45655656074109
6,coupe_6,-37.735435115341105
7,coupe_7,-43.28352476183356
8,coupe_8,-31.69858516483861
9,coupe_9,-28.031633369568368
10,coupe_10,-35.62317359814121
11,coupe_11,-34.481601468994214
12,coupe_12,-43.90656277982217
13,coupe_13,-49.43707067268534
14,coupe_14,-38.199481945737624
15,coupe_15,-42.01848422405958
