Column1;t;Vdb;;
127;0,005759768;279,2994986;;
128;0,00580512;275,4921379;;
129;0,005850473;276,1878536;;
130;0,005895825;279,3962628;;
131;0,005941178;280,9367197;;
132;0,00598653;282,9628902;;
133;0,006031883;283,2241551;;
134;0,006077235;281,2018624;;
135;0,006122588;284,5330504;;
136;0,00616794;289,9445937;;
137;0,006213293;291,1857337;;
138;0,006258645;290,9631356;;
139;0,006303998;291,8925284;;
140;0,00634935;292,5060799;;
141;0,006394703;294,1174074;;
142;0,006440055;295,7846747;;
143;0,006485408;296,803803;;
144;0,00653076;298,2620739;;
145;0,006576113;298,1404117;;
146;0,006621465;296,2407636;;
147;0,006666818;297,1427166;;
148;0,00671217;296,4379069;;
149;0,006757523;294,8841989;;
150;0,006802875;293,685458;;
151;0,006848228;290,0517209;;
152;0,00689358;285,3576596;;
153;0,006938933;282,0161372;;
154;0,006984285;280,5447404;;
155;0,007029638;276,9499437;;
156;0,00707499;277,7319971;;
157;0,007120343;275,7809065;;
158;0,007165695;267,0637033;;
159;0,007211048;245,4238025;;
160;0,0072564;250,5116945;;
161;0,007301753;256,4714386;;
162;0,007347105;254,2065248;;
163;0,007392458;255,2865015;;
164;0,00743781;262,7715759;;
165;0,007483163;266,9657463;;
166;0,007528515;256,9809286;;
167;0,007573868;231,9939283;;
168;0,00761922;245,6134309;;
169;0,007664573;253,5541114;;
170;0,007709925;255,7431844;;
171;0,007755278;270,0165223;;
172;0,00780063;280,3302672;;
173;0,007845983;281,7052631;;
174;0,007891335;280,8132706;;
175;0,007936688;281,3395439;;
176;0,00798204;278,492504;;
177;0,008027393;274,0606678;;
178;0,008072745;263,4475168;;
179;0,008118098;235,6640407;;
180;0,00816345;237,1388973;;
181;0,008208803;254,7525482;;
182;0,008254155;265,2843909;;
183;0,008299508;267,4008237;;
184;0,00834486;255,0282952;;
185;0,008390213;258,6555049;;
186;0,008435565;263,7691884;;
187;0,008480918;255,9476409;;
188;0,00852627;264,4647985;;
189;0,008571623;269,065814;;
190;0,008616975;270,5301216;;
191;0,008662328;273,4389483;;
192;0,00870768;272,50276;;
193;0,008753033;267,4918211;;
194;0,008798385;261,8060144;;
195;0,008843738;258,9539107;;
196;0,00888909;265,7137253;;
197;0,008934443;275,380411;;
198;0,008979795;278,7138729;;
199;0,009025148;282,7623711;;
200;0,0090705;285,6336735;;
201;0,009115853;284,8891701;;
202;0,009161205;284,7374737;;
203;0,009206558;281,5654718;;
204;0,00925191;274,8366797;;
205;0,009297263;276,0474607;;
206;0,009342615;278,8159862;;
207;0,009387968;279,0196104;;
208;0,00943332;277,6740617;;
209;0,009478673;279,0621493;;
210;0,009524025;280,7057995;;
211;0,009569378;282,719285;;
212;0,00961473;286,7372133;;
213;0,009660083;288,8846765;;
214;0,009705435;290,9013333;;
215;0,009750788;292,6621584;;
216;0,00979614;294,5504606;;
217;0,009841493;296,3394669;;
218;0,009886846;297,7723377;;
219;0,009932198;299,5417363;;
220;0,009977551;300,9789545;;
221;0,010022903;299,9595459;;
222;0,010068256;299,1669409;;
223;0,010113608;298,5554519;;
224;0,010158961;298,5112499;;
225;0,010204313;299,7735922;;
226;0,010249666;301,1512924;;
227;0,010295018;302,1148453;;
228;0,010340371;302,8413361;;
229;0,010385723;303,6145161;;
230;0,010431076;305,9992091;;
231;0,010476428;308,6717113;;
232;0,010521781;310,3415702;;
233;0,010567133;312,6526314;;
234;0,010612486;313,8255803;;
235;0,010657838;314,6615925;;
236;0,010703191;315,095622;;
237;0,010748543;315,1599892;;
238;0,010793896;314,299438;;
239;0,010839248;314,3709262;;
240;0,010884601;314,9321709;;
241;0,010929953;314,0853106;;
242;0,010975306;313,9955858;;
243;0,011020658;314,3575231;;
244;0,011066011;314,5419182;;
245;0,011111363;314,8111953;;
246;0,011156716;315,3423149;;
247;0,011202068;314,7615685;;
248;0,011247421;314,0960323;;
249;0,011292773;313,7118972;;
250;0,011338126;313,4749459;;
251;0,011383478;313,5611338;;
252;0,011428831;313,5935129;;
253;0,011474183;314,1619356;;
254;0,011519536;314,4684213;;
255;0,011564888;313,947348;;
256;0,011610241;313,0036351;;
257;0,011655593;311,8764932;;
258;0,011700946;310,1847361;;
259;0,011746298;309,0106428;;
260;0,011791651;308,5634813;;
261;0,011837003;308,1801538;;
262;0,011882356;307,8613709;;
263;0,011927708;306,5968013;;
264;0,011973061;304,6055053;;
265;0,012018413;302,6107627;;
266;0,012063766;300,2781672;;
267;0,012109118;297,4483676;;
268;0,012154471;294,8405208;;
269;0,012199823;293,5952407;;
270;0,012245176;293,5893693;;
271;0,012290528;294,6580505;;
272;0,012335881;295,0506603;;
273;0,012381233;293,3173618;;
274;0,012426586;294,3059189;;
275;0,012471938;297,1869711;;
276;0,012517291;297,3167328;;
277;0,012562643;298,4840772;;
278;0,012607996;300,3233394;;
279;0,012653348;301,9102333;;
280;0,012698701;304,49492;;
281;0,012744053;306,4121811;;
282;0,012789406;307,021375;;
283;0,012834758;307,5733341;;
284;0,012880111;308,0471959;;
285;0,012925463;308,1657936;;
286;0,012970816;308,58104;;
287;0,013016168;308,1488726;;
288;0,013061521;307,3391426;;
289;0,013106873;305,75506;;
290;0,013152226;302,6773138;;
291;0,013197578;301,0777213;;
292;0,013242931;301,9634166;;
293;0,013288283;302,9408518;;
294;0,013333636;302,7978036;;
295;0,013378988;302,4504133;;
296;0,013424341;303,2274783;;
297;0,013469693;303,0198255;;
298;0,013515046;302,155991;;
299;0,013560398;300,5666318;;
300;0,013605751;297,5431632;;
301;0,013651103;295,9582417;;
302;0,013696456;296,4223772;;
303;0,013741808;296,1860082;;
304;0,013787161;296,8967937;;
305;0,013832513;296,4837571;;
306;0,013877866;294,6267637;;
307;0,013923218;295,4791223;;
308;0,013968571;294,3986515;;
309;0,014013923;293,4619371;;
310;0,014059276;290,3628127;;
311;0,014104628;285,6757277;;
312;0,014149981;283,5488611;;
313;0,014195333;279,0796751;;
314;0,014240686;272,776205;;
315;0,014286038;262,3363606;;
316;0,014331391;259,0909879;;
317;0,014376743;266,2772855;;
318;0,014422096;271,1783605;;
319;0,014467448;273,3922879;;
320;0,014512801;279,2077618;;
321;0,014558153;283,7461411;;
322;0,014603506;285,5926749;;
323;0,014648858;284,7517557;;
324;0,014694211;279,7269871;;
325;0,014739563;275,5726163;;
326;0,014784916;275,9252357;;
327;0,014830268;272,8453732;;
328;0,014875621;254,7501056;;
329;0,014920973;196,9335985;;
330;0,014966326;251,4908194;;
331;0,015011678;268,8853271;;
332;0,015057031;275,2914457;;
333;0,015102383;273,6505252;;
334;0,015147736;274,4395739;;
335;0,015193088;266,8421104;;
336;0,015238441;255,1990264;;
337;0,015283793;259,1370707;;
338;0,015329146;258,0481249;;
339;0,015374498;268,6794459;;
340;0,015419851;269,1170978;;
341;0,015465203;260,1751988;;
342;0,015510556;257,3145162;;
343;0,015555908;249,0238883;;
344;0,015601261;229,7646805;;
345;0,015646613;264,3469428;;
346;0,015691966;275,6085455;;
347;0,015737318;282,1867304;;
348;0,015782671;288,1842803;;
349;0,015828023;290,1444482;;
350;0,015873376;291,0855147;;
351;0,015918728;293,2089722;;
352;0,015964081;293,6367149;;
353;0,016009433;294,148053;;
354;0,016054786;295,7637179;;
355;0,016100138;295,3824363;;
356;0,016145491;292,6550209;;
357;0,016190843;291,5736903;;
358;0,016236196;291,9133696;;
359;0,016281548;292,2950079;;
360;0,016326901;290,5005819;;
361;0,016372253;287,1185863;;
362;0,016417606;285,6660398;;
363;0,016462958;282,6982542;;
364;0,016508311;280,2912279;;
365;0,016553663;279,6799234;;
366;0,016599016;279,3198033;;
367;0,016644368;278,8116928;;
368;0,016689721;273,8054422;;
369;0,016735073;276,3969209;;
370;0,016780426;283,096166;;
371;0,016825778;284,7759332;;
372;0,016871131;286,5293879;;
373;0,016916483;285,9814447;;
374;0,016961836;281,0700205;;
375;0,017007188;273,177142;;
376;0,017052541;253,4879999;;
377;0,017097893;248,3972017;;
378;0,017143246;270,7545096;;
379;0,017188598;276,9667541;;
380;0,017233951;274,284493;;
381;0,017279303;271,1621476;;
382;0,017324656;270,8100947;;
383;0,017370008;271,3399437;;
384;0,017415361;275,2045273;;
385;0,017460713;267,7611127;;
386;0,017506066;263,9044091;;
387;0,017551418;269,6447123;;
388;0,017596771;248,6086475;;
389;0,017642123;232,5146464;;
390;0,017687476;222,9203006;;
391;0,017732828;246,662609;;
392;0,017778181;268,5024031;;
393;0,017823533;279,6794131;;
394;0,017868886;279,85777;;
395;0,017914238;272,6849169;;
396;0,017959591;259,791685;;
397;0,018004943;265,9441107;;
398;0,018050296;270,5424741;;
399;0,018095648;273,4038891;;
400;0,018141001;274,0240179;;
401;0,018186353;265,1327963;;
402;0,018231706;261,9667826;;
403;0,018277058;258,4079899;;
404;0,018322411;254,1406753;;
405;0,018367763;260,1405486;;
406;0,018413116;260,2924745;;
407;0,018458468;252,3424718;;
408;0,018503821;251,159918;;
409;0,018549173;251,5057192;;
410;0,018594526;254,9063615;;
411;0,018639878;270,558375;;
412;0,018685231;277,0966695;;
413;0,018730583;278,6074827;;
414;0,018775936;278,1003605;;
415;0,018821288;279,5594101;;
416;0,018866641;276,7190616;;
417;0,018911993;276,8458519;;
418;0,018957346;280,4409085;;
419;0,019002698;278,5401388;;
420;0,019048051;277,4775156;;
421;0,019093403;269,1973759;;
422;0,019138756;270,3343855;;
423;0,019184108;271,8915023;;
424;0,019229461;271,6118694;;
425;0,019274813;269,5824448;;
426;0,019320166;268,6451781;;
427;0,019365518;269,6785797;;
428;0,019410871;262,6774696;;
429;0,019456223;260,6547432;;
430;0,019501576;258,9094531;;
431;0,019546928;257,1077097;;
432;0,019592281;255,6775352;;
433;0,019637633;257,264322;;
434;0,019682986;248,1958254;;
435;0,019728339;235,2547268;;
436;0,019773691;222,337814;;
437;0,019819044;240,9976202;;
438;0,019864396;261,1724967;;
439;0,019909749;272,0392997;;
440;0,019955101;277,6099183;;
441;0,020000454;282,1364686;;
442;0,020045806;280,2594615;;
443;0,020091159;277,1254459;;
444;0,020136511;270,9856407;;
445;0,020181864;269,8927212;;
446;0,020227216;272,4703803;;
447;0,020272569;273,963673;;
448;0,020317921;278,3436456;;
449;0,020363274;280,3274256;;
450;0,020408626;280,191638;;
451;0,020453979;281,2786212;;
452;0,020499331;280,5068995;;
453;0,020544684;282,5543085;;
454;0,020590036;284,0523082;;
455;0,020635389;282,117549;;
456;0,020680741;283,4009121;;
457;0,020726094;285,7284655;;
458;0,020771446;288,7290299;;
459;0,020816799;290,2318177;;
460;0,020862151;291,8108798;;
461;0,020907504;295,7521176;;
462;0,020952856;296,8289089;;
463;0,020998209;295,2011422;;
464;0,021043561;293,3037446;;
465;0,021088914;290,8244181;;
466;0,021134266;288,9370456;;
467;0,021179619;288,4537142;;
468;0,021224971;288,9442108;;
469;0,021270324;290,5411563;;
470;0,021315676;293,5106056;;
471;0,021361029;294,8023055;;
472;0,021406381;294,4339015;;
473;0,021451734;294,1083537;;
474;0,021497086;297,5128261;;
475;0,021542439;301,1835358;;
476;0,021587791;302,4002138;;
477;0,021633144;303,3797236;;
478;0,021678496;303,1054057;;
479;0,021723849;303,4577569;;
480;0,021769201;303,394695;;
481;0,021814554;302,750394;;
482;0,021859906;302,5298891;;
483;0,021905259;301,7516803;;
484;0,021950611;301,3410556;;
485;0,021995964;301,5611105;;
486;0,022041316;301,9380038;;
487;0,022086669;301,129966;;
488;0,022132021;300,5826613;;
489;0,022177374;299,198435;;
490;0,022222726;297,649857;;
491;0,022268079;299,0701293;;
492;0,022313431;302,0023635;;
493;0,022358784;302,3370176;;
494;0,022404136;300,8005513;;
495;0,022449489;299,3079489;;
496;0,022494841;297,7696471;;
497;0,022540194;297,9320675;;
498;0,022585546;299,5502423;;
499;0,022630899;300,6541373;;
500;0,022676251;299,9922728;;
501;0,022721604;300,213881;;
502;0,022766956;298,4414103;;
503;0,022812309;296,2267225;;
504;0,022857661;294,3003225;;
505;0,022903014;295,0931896;;
506;0,022948366;298,1507388;;
507;0,022993719;300,4980532;;
508;0,023039071;303,4261518;;
509;0,023084424;302,8263721;;
510;0,023129776;301,6451454;;
511;0,023175129;301,3318606;;
512;0,023220481;301,4759477;;
513;0,023265834;302,6945221;;
514;0,023311186;302,760398;;
515;0,023356539;302,0945942;;
516;0,023401891;300,4371421;;
517;0,023447244;296,8165776;;
518;0,023492596;293,0993578;;
519;0,023537949;290,3933126;;
520;0,023583301;289,1149839;;
521;0,023628654;287,4228484;;
522;0,023674006;286,3560563;;
523;0,023719359;282,617455;;
524;0,023764711;273,8416562;;
525;0,023810064;270,8601959;;
526;0,023855416;273,7308208;;
527;0,023900769;274,1166525;;
528;0,023946121;277,7058642;;
529;0,023991474;285,3582283;;
530;0,024036826;289,3231555;;
531;0,024082179;290,6912976;;
532;0,024127531;291,763259;;
533;0,024172884;291,5883772;;
534;0,024218236;291,6163891;;
535;0,024263589;292,9032415;;
536;0,024308941;293,4158889;;
537;0,024354294;294,5136337;;
538;0,024399646;296,5743018;;
539;0,024444999;297,7496601;;
540;0,024490351;297,7105535;;
541;0,024535704;298,7193834;;
542;0,024581056;300,1819061;;
543;0,024626409;300,7845474;;
544;0,024671761;300,1342472;;
545;0,024717114;299,6641485;;
546;0,024762466;299,8515887;;
547;0,024807819;299,2895963;;
548;0,024853171;298,0814475;;
549;0,024898524;297,3504651;;
550;0,024943876;297,3058188;;
551;0,024989229;297,6695061;;
552;0,025034581;298,3806356;;
553;0,025079934;298,2514683;;
554;0,025125286;300,0061729;;
555;0,025170639;300,5636622;;
556;0,025215991;298,5367225;;
557;0,025261344;298,3556322;;
558;0,025306696;299,5945035;;
559;0,025352049;300,5449082;;
560;0,025397401;299,9173387;;
561;0,025442754;300,2192002;;
562;0,025488106;300,6338778;;
563;0,025533459;301,683753;;
564;0,025578811;302,1278485;;
565;0,025624164;300,5489919;;
566;0,025669516;300,0683009;;
567;0,025714869;297,6119376;;
568;0,025760221;295,2981369;;
569;0,025805574;296,3908551;;
570;0,025850926;297,7365143;;
571;0,025896279;295,7609676;;
572;0,025941631;295,1460159;;
573;0,025986984;293,9375374;;
574;0,026032336;290,1690804;;
575;0,026077689;287,5284906;;
576;0,026123041;282,083464;;
577;0,026168394;279,8633266;;
578;0,026213746;276,2742348;;
579;0,026259099;273,1096129;;
580;0,026304451;273,002291;;
581;0,026349804;274,5035972;;
582;0,026395156;275,0106772;;
583;0,026440509;272,8369351;;
584;0,026485861;270,9499554;;
585;0,026531214;273,8766053;;
586;0,026576566;277,3607129;;
587;0,026621919;270,4834081;;
588;0,026667271;273,6703245;;
589;0,026712624;281,3835701;;
590;0,026757976;281,9307985;;
591;0,026803329;282,0624136;;
592;0,026848681;274,8251445;;
593;0,026894034;265,7064997;;
594;0,026939386;254,8043031;;
595;0,026984739;220,4507349;;
596;0,027030091;255,4481845;;
597;0,027075444;272,0507834;;
598;0,027120796;279,4265216;;
599;0,027166149;282,9649222;;
600;0,027211501;286,2606402;;
601;0,027256854;289,0349667;;
602;0,027302206;289,5614488;;
603;0,027347559;290,6720991;;
604;0,027392911;289,0011489;;
605;0,027438264;282,6754163;;
606;0,027483616;280,7354869;;
607;0,027528969;280,1420634;;
608;0,027574321;276,7277267;;
609;0,027619674;272,7365993;;
610;0,027665026;269,646765;;
611;0,027710379;268,3222124;;
612;0,027755731;267,739797;;
613;0,027801084;269,2799411;;
614;0,027846436;276,3728888;;
615;0,027891789;279,478398;;
616;0,027937141;281,8519975;;
617;0,027982494;285,0913292;;
618;0,028027846;284,5658156;;
619;0,028073199;283,5388789;;
620;0,028118551;281,3389529;;
621;0,028163904;278,0381187;;
622;0,028209256;273,5303934;;
623;0,028254609;275,5715376;;
624;0,028299961;279,6430635;;
625;0,028345314;278,0156082;;
626;0,028390666;273,3217175;;
627;0,028436019;272,2510393;;
628;0,028481371;279,3501779;;
629;0,028526724;282,5110911;;
630;0,028572076;285,2641982;;
631;0,028617429;285,4963852;;
632;0,028662781;281,9201758;;
633;0,028708134;281,0143096;;
634;0,028753486;283,5198422;;
635;0,028798839;285,1374235;;
636;0,028844191;284,881108;;
637;0,028889544;285,113776;;
638;0,028934896;280,6612775;;
639;0,028980249;276,6665164;;
640;0,029025601;274,9722934;;
641;0,029070954;273,7889102;;
642;0,029116306;276,3354512;;
643;0,029161659;280,0638743;;
644;0,029207011;281,1294027;;
645;0,029252364;280,9690977;;
646;0,029297716;281,4435927;;
647;0,029343069;280,3918509;;
648;0,029388421;278,6476431;;
649;0,029433774;271,2784144;;
650;0,029479126;260,8397458;;
651;0,029524479;257,2488792;;
652;0,029569832;256,7784895;;
653;0,029615184;252,7481499;;
654;0,029660537;264,8987499;;
655;0,029705889;272,5089551;;
656;0,029751242;279,5694059;;
657;0,029796594;284,3083047;;
658;0,029841947;287,2155568;;
659;0,029887299;290,0655297;;
660;0,029932652;289,3422086;;
661;0,029978004;287,7757504;;
662;0,030023357;285,086054;;
663;0,030068709;285,7619345;;
664;0,030114062;287,3668334;;
665;0,030159414;291,3672698;;
666;0,030204767;293,0024776;;
667;0,030250119;291,3954086;;
668;0,030295472;289,3620236;;
669;0,030340824;282,1983494;;
670;0,030386177;272,0055319;;
671;0,030431529;258,9723485;;
672;0,030476882;244,2116442;;
673;0,030522234;207,4430232;;
674;0,030567587;231,4542399;;
675;0,030612939;176,1937304;;
676;0,030658292;252,1902701;;
677;0,030703644;251,6710698;;
678;0,030748997;213,1473682;;
679;0,030794349;250,7363201;;
680;0,030839702;265,9442819;;
681;0,030885054;269,9127852;;
682;0,030930407;275,8785972;;
683;0,030975759;282,3009502;;
684;0,031021112;285,540016;;
685;0,031066464;287,3389282;;
686;0,031111817;290,7619986;;
687;0,031157169;292,4901443;;
688;0,031202522;294,0293273;;
689;0,031247874;295,5928334;;
690;0,031293227;296,3678525;;
691;0,031338579;294,7701971;;
692;0,031383932;293,9204445;;
693;0,031429284;294,1260574;;
694;0,031474637;293,0115869;;
695;0,031519989;293,498277;;
696;0,031565342;293,96537;;
697;0,031610694;295,0732015;;
698;0,031656047;294,0627187;;
699;0,031701399;291,8584841;;
700;0,031746752;285,7945111;;
701;0,031792104;276,7741757;;
702;0,031837457;251,211768;;
703;0,031882809;253,1197353;;
704;0,031928162;265,8656838;;
705;0,031973514;275,932937;;
706;0,032018867;276,9636204;;
707;0,032064219;277,33016;;
708;0,032109572;275,2013127;;
709;0,032154924;273,9497014;;
710;0,032200277;279,2166343;;
711;0,032245629;282,4732301;;
712;0,032290982;283,8147699;;
713;0,032336334;285,7277773;;
714;0,032381687;285,9609056;;
715;0,032427039;285,1807462;;
716;0,032472392;280,2896151;;
717;0,032517744;274,4945871;;
718;0,032563097;274,788722;;
719;0,032608449;277,3834813;;
720;0,032653802;279,9034917;;
721;0,032699154;281,3063555;;
722;0,032744507;283,1019887;;
723;0,032789859;283,0186978;;
724;0,032835212;280,697204;;
725;0,032880564;272,8838336;;
726;0,032925917;265,5336647;;
727;0,032971269;263,3699718;;
728;0,033016622;256,365956;;
729;0,033061974;252,0486822;;
730;0,033107327;245,684934;;
731;0,033152679;237,1366201;;
732;0,033198032;183,1526774;;
733;0,033243384;238,2737828;;
734;0,033288737;250,7579011;;
735;0,033334089;251,8736661;;
736;0,033379442;243,8826975;;
737;0,033424794;253,2137241;;
738;0,033470147;266,4381979;;
739;0,033515499;280,3615948;;
740;0,033560852;286,091766;;
741;0,033606204;287,2882125;;
742;0,033651557;288,5248122;;
743;0,033696909;290,1416219;;
744;0,033742262;293,4821435;;
745;0,033787614;295,3250638;;
746;0,033832967;297,5080284;;
747;0,033878319;298,617095;;
748;0,033923672;298,4297605;;
749;0,033969024;297,9336339;;
750;0,034014377;296,8172792;;
751;0,034059729;295,1930469;;
752;0,034105082;291,2816218;;
753;0,034150434;286,4976257;;
754;0,034195787;279,6205237;;
755;0,034241139;271,2064737;;
756;0,034286492;273,5060735;;
757;0,034331844;271,9477138;;
758;0,034377197;269,8257593;;
759;0,034422549;271,3075817;;
760;0,034467902;260,5789115;;
761;0,034513254;247,2687343;;
762;0,034558607;279,4016407;;
763;0,034603959;287,5448934;;
764;0,034649312;291,627823;;
765;0,034694664;293,0803873;;
766;0,034740017;291,4047477;;
767;0,034785369;289,3480349;;
768;0,034830722;290,5386693;;
769;0,034876074;289,5124249;;
770;0,034921427;289,4617117;;
771;0,034966779;292,0911658;;
772;0,035012132;292,7803857;;
773;0,035057484;295,5082853;;
774;0,035102837;294,8917251;;
775;0,035148189;292,6930301;;
776;0,035193542;291,2695386;;
777;0,035238894;290,1356065;;
778;0,035284247;289,2214197;;
779;0,035329599;287,187601;;
780;0,035374952;285,6602337;;
781;0,035420304;281,4032292;;
782;0,035465657;277,4526422;;
783;0,035511009;279,877265;;
784;0,035556362;283,4988691;;
785;0,035601714;288,6928792;;
786;0,035647067;291,7098754;;
787;0,035692419;292,2875456;;
788;0,035737772;292,5350678;;
789;0,035783124;295,1726537;;
790;0,035828477;296,101722;;
791;0,035873829;292,4649626;;
792;0,035919182;292,1230343;;
793;0,035964534;291,1090344;;
794;0,036009887;289,721626;;
795;0,036055239;291,7798727;;
796;0,036100592;295,1813707;;
797;0,036145944;298,3054184;;
798;0,036191297;298,8953222;;
799;0,036236649;298,9244925;;
800;0,036282002;299,1078996;;
801;0,036327354;298,8005852;;
802;0,036372707;299,0157386;;
803;0,036418059;297,4429878;;
804;0,036463412;294,6417282;;
805;0,036508764;293,7730518;;
806;0,036554117;292,2365138;;
807;0,036599469;290,1747927;;
808;0,036644822;288,9160531;;
809;0,036690174;289,3305811;;
810;0,036735527;290,7905815;;
811;0,036780879;287,9198813;;
812;0,036826232;280,3517193;;
813;0,036871584;270,8932532;;
814;0,036916937;260,9145856;;
815;0,036962289;252,7150258;;
816;0,037007642;242,2598615;;
817;0,037052994;250,4825769;;
818;0,037098347;262,6426818;;
819;0,037143699;272,2015671;;
820;0,037189052;273,3894103;;
821;0,037234404;275,371118;;
822;0,037279757;273,2323604;;
823;0,037325109;263,2031191;;
824;0,037370462;267,5663223;;
825;0,037415814;269,4223172;;
826;0,037461167;267,4391272;;
827;0,037506519;266,2595346;;
828;0,037551872;270,9874374;;
829;0,037597224;277,4239397;;
830;0,037642577;285,1469491;;
831;0,037687929;289,2289944;;
832;0,037733282;289,1787641;;
833;0,037778634;290,2683061;;
834;0,037823987;292,1249409;;
835;0,037869339;292,5255219;;
836;0,037914692;289,9325938;;
837;0,037960044;287,8601549;;
838;0,038005397;289,058472;;
839;0,038050749;290,8634614;;
840;0,038096102;291,8246626;;
841;0,038141454;294,2863743;;
842;0,038186807;297,6891284;;
843;0,038232159;299,274939;;
844;0,038277512;297,962842;;
845;0,038322864;295,8379554;;
846;0,038368217;294,4774645;;
847;0,038413569;295,1410515;;
848;0,038458922;295,0661019;;
849;0,038504274;292,997673;;
850;0,038549627;291,4600611;;
851;0,038594979;288,9008537;;
852;0,038640332;287,3599514;;
853;0,038685684;283,6433869;;
854;0,038731037;275,458303;;
855;0,038776389;267,0060745;;
856;0,038821742;255,1794115;;
857;0,038867094;231,2355392;;
858;0,038912447;261,5778074;;
859;0,038957799;255,0371444;;
860;0,039003152;216,9105307;;
861;0,039048504;232,7224939;;
862;0,039093857;222,1754337;;
863;0,039139209;247,1331578;;
864;0,039184562;252,9861688;;
865;0,039229914;255,1520307;;
866;0,039275267;258,8250279;;
867;0,039320619;244,5361233;;
868;0,039365972;233,0351969;;
869;0,039411324;261,2971682;;
870;0,039456677;275,462694;;
871;0,03950203;286,1966834;;
872;0,039547382;291,4358702;;
873;0,039592735;294,6317613;;
874;0,039638087;296,2640256;;
875;0,03968344;294,3065134;;
876;0,039728792;292,4689714;;
877;0,039774145;289,8186942;;
