,numero,centroid
0,coupe_0,26.60876705220121
1,coupe_1,18.526796682804097
2,coupe_2,18.747031320798108
3,coupe_3,19.204787050544113
4,coupe_4,19.834745666645713
5,coupe_5,16.424014805414036
6,coupe_6,17.39371736286576
7,coupe_7,19.03990114536735
8,coupe_8,17.45784005822769
9,coupe_9,17.55392198897322
10,coupe_10,19.316122630139432
11,coupe_11,16.282689039488023
12,coupe_12,17.290595467385742
13,coupe_13,20.620402950554794
14,coupe_14,17.939976434248134
15,coupe_15,17.613393353740317
16,coupe_16,19.979999784581498
17,coupe_17,16.801159534068816
