,numero,intensitemax
0,coupe_0,-33.00810382051198
1,coupe_1,-29.879250636877362
2,coupe_2,-42.39111340327809
3,coupe_3,-29.061517696729695
4,coupe_4,-28.550587573326457
5,coupe_5,-30.40619836107469
6,coupe_6,-31.156427778168027
7,coupe_7,-26.829065096852837
8,coupe_8,-30.71773158411851
9,coupe_9,-32.953457757674414
10,coupe_10,-41.273348592022074
11,coupe_11,-30.793508939807577
12,coupe_12,-27.843173758042038
13,coupe_13,-32.51255141518312
14,coupe_14,-34.679778737799666
15,coupe_15,-33.30859014189639
16,coupe_16,-29.82202387769009
17,coupe_17,-34.38885975106129
18,coupe_18,-33.24219034364678
