numero,intensitemax
coupe_0,-37.67919089584442
coupe_1,-33.5844568013395
coupe_2,-34.021749191047455
coupe_3,-31.60786086165522
coupe_4,-43.35284684302816
coupe_5,-34.13447351636112
coupe_6,-37.540569540135316
coupe_7,-35.01943252562897
coupe_8,-27.90691462126295
coupe_9,-32.21535622732082
coupe_10,-40.38973200517652
coupe_11,-37.01102863946612
coupe_12,-31.758748890368548
coupe_13,-31.785646556791335
coupe_14,-35.34592783223193
