,numero,intensitemax
0,coupe_0,-36.227591380695664
1,coupe_1,-41.011010817674354
2,coupe_2,-40.04206760612582
3,coupe_3,-36.57155244334043
4,coupe_4,-35.05461895936653
5,coupe_5,-40.55921500294241
6,coupe_6,-40.56034760772525
7,coupe_7,-34.37968230651097
8,coupe_8,-47.66180054476791
9,coupe_9,-37.17329461772576
10,coupe_10,-32.428241537176305
11,coupe_11,-41.611479181117744
12,coupe_12,-39.86543256884288
13,coupe_13,-43.35480129606131
14,coupe_14,-34.03669631704776
15,coupe_15,-38.324135021266926
16,coupe_16,-30.64926690872495
17,coupe_17,-44.65949862076269
