,numero,centroid
0,coupe_0,65.65149048610992
1,coupe_1,23.21060823105009
2,coupe_2,40.86034493959036
3,coupe_3,37.87089857802661
4,coupe_4,27.352487914499513
5,coupe_5,25.155218384379147
6,coupe_6,47.62568980448946
7,coupe_7,42.77407673444259
8,coupe_8,47.76676920625089
9,coupe_9,29.437952494338223
10,coupe_10,53.494532898053436
11,coupe_11,40.84517483111823
12,coupe_12,33.8548294234466
13,coupe_13,47.73640688478077
14,coupe_14,42.94305254125687
15,coupe_15,63.11674841487882
16,coupe_16,43.56354262327175
17,coupe_17,44.768513596436236
18,coupe_18,22.872680759798676
