,numero,intensitemax
0,coupe_0,-57.11988086713554
1,coupe_1,-31.334426826014827
2,coupe_2,-29.51269371827024
3,coupe_3,-36.118233176593854
4,coupe_4,-31.824161828941527
5,coupe_5,-29.07264882714535
6,coupe_6,-35.17968878175091
7,coupe_7,-30.12986864988626
8,coupe_8,-35.08457615778083
9,coupe_9,-30.807549451721034
10,coupe_10,-28.406287856833472
11,coupe_11,-35.1959020395414
12,coupe_12,-36.07046014869543
13,coupe_13,-32.374296195594816
14,coupe_14,-30.90426026263333
15,coupe_15,-34.258539545871294
16,coupe_16,-35.99149231534702
17,coupe_17,-34.28735189816059
