,numero,intensitemax
0,coupe_0,-52.992914514171744
1,coupe_1,-40.68295274595788
2,coupe_2,-33.53440076430604
3,coupe_3,-33.64200506898846
4,coupe_4,-36.40519008619696
5,coupe_5,-36.50918207526969
6,coupe_6,-35.23182067752438
7,coupe_7,-30.424850188242154
8,coupe_8,-36.21265597377621
9,coupe_9,-33.002070501708914
10,coupe_10,-31.480714496621243
11,coupe_11,-37.88951751174529
12,coupe_12,-40.44235459835954
13,coupe_13,-32.84037998129036
14,coupe_14,-39.7936749569873
15,coupe_15,-32.916433960254395
16,coupe_16,-40.40809792211156
17,coupe_17,-33.62808109806389
