,ax,t
75363,-3.511,47.101875
75364,-3.452,47.1025
75365,-3.429,47.103125
75366,-3.421,47.10375
75367,-3.409,47.104375
75368,-3.382,47.105
75369,-3.342,47.105625
75370,-3.27,47.10625
75371,-3.186,47.106875
75372,-3.203,47.1075
75373,-3.167,47.108125
75374,-3.133,47.10875
75375,-3.153,47.109375
75376,-3.084,47.11
75377,-3.028,47.110625
75378,-3.002,47.11125
75379,-2.999,47.111875
75380,-3.036,47.1125
75381,-3.077,47.113125
75382,-3.047,47.11375
75383,-3.038,47.114375
75384,-3.007,47.115
75385,-2.929,47.115625
75386,-2.974,47.11625
75387,-3.023,47.116875
75388,-3.057,47.1175
75389,-2.996,47.118125
75390,-2.988,47.11875
75391,-3.003,47.119375
75392,-3.019,47.12
75393,-3.027,47.120625
75394,-3.026,47.12125
75395,-3.017,47.121875
75396,-3.024,47.1225
75397,-3.045,47.123125
75398,-3.066,47.12375
75399,-3.049,47.124375
75400,-3.035,47.125
75401,-3.026,47.125625
75402,-3.026,47.12625
75403,-3.017,47.126875
75404,-3.023,47.1275
75405,-3.041,47.128125
75406,-3.044,47.12875
75407,-3.065,47.129375
75408,-3.093,47.13
75409,-3.123,47.130625
75410,-3.073,47.13125
75411,-3.055,47.131875
75412,-3.084,47.1325
75413,-3.087,47.133125
75414,-3.069,47.13375
75415,-3.065,47.134375
75416,-3.156,47.135
75417,-3.124,47.135625
75418,-3.098,47.13625
75419,-3.135,47.136875
75420,-3.13,47.1375
75421,-3.156,47.138125
75422,-3.195,47.13875
75423,-3.127,47.139375
75424,-3.112,47.14
75425,-3.128,47.140625
75426,-3.165,47.14125
75427,-3.161,47.141875
75428,-3.157,47.1425
75429,-3.161,47.143125
75430,-3.174,47.14375
75431,-3.203,47.144375
75432,-3.237,47.145
75433,-3.261,47.145625
75434,-3.266,47.14625
75435,-3.259,47.146875
75436,-3.242,47.1475
75437,-3.336,47.148125
75438,-3.346,47.14875
75439,-3.293,47.149375
75440,-3.324,47.15
75441,-3.364,47.150625
75442,-3.375,47.15125
75443,-3.308,47.151875
75444,-3.338,47.1525
75445,-3.366,47.153125
75446,-3.374,47.15375
75447,-3.341,47.154375
75448,-3.368,47.155
75449,-3.415,47.155625
75450,-3.398,47.15625
75451,-3.374,47.156875
75452,-3.386,47.1575
75453,-3.464,47.158125
75454,-3.402,47.15875
75455,-3.395,47.159375
75456,-3.429,47.16
75457,-3.399,47.160625
75458,-3.474,47.16125
75459,-3.542,47.161875
75460,-3.488,47.1625
75461,-3.484,47.163125
75462,-3.498,47.16375
75463,-3.527,47.164375
75464,-3.588,47.165
75465,-3.566,47.165625
75466,-3.52,47.16625
75467,-3.571,47.166875
75468,-3.574,47.1675
75469,-3.583,47.168125
75470,-3.623,47.16875
75471,-3.557,47.169375
75472,-3.539,47.17
75473,-3.562,47.170625
75474,-3.555,47.17125
75475,-3.589,47.171875
75476,-3.622,47.1725
75477,-3.612,47.173125
75478,-3.605,47.17375
75479,-3.606,47.174375
75480,-3.614,47.175
75481,-3.594,47.175625
75482,-3.593,47.17625
75483,-3.606,47.176875
75484,-3.629,47.1775
75485,-3.645,47.178125
75486,-3.643,47.17875
75487,-3.616,47.179375
75488,-3.609,47.18
75489,-3.609,47.180625
75490,-3.611,47.18125
75491,-3.577,47.181875
75492,-3.591,47.1825
75493,-3.609,47.183125
75494,-3.589,47.18375
75495,-3.569,47.184375
75496,-3.575,47.185
75497,-3.611,47.185625
75498,-3.614,47.18625
75499,-3.581,47.186875
75500,-3.534,47.1875
75501,-3.514,47.188125
75502,-3.537,47.18875
75503,-3.551,47.189375
75504,-3.535,47.19
75505,-3.54,47.190625
75506,-3.516,47.19125
75507,-3.471,47.191875
75508,-3.468,47.1925
75509,-3.481,47.193125
75510,-3.495,47.19375
75511,-3.491,47.194375
75512,-3.411,47.195
75513,-3.365,47.195625
75514,-3.37,47.19625
75515,-3.357,47.196875
75516,-3.343,47.1975
75517,-3.329,47.198125
75518,-3.308,47.19875
75519,-3.293,47.199375
75520,-3.287,47.2
75521,-3.294,47.200625
75522,-3.252,47.20125
75523,-3.232,47.201875
75524,-3.226,47.2025
75525,-3.175,47.203125
75526,-3.148,47.20375
75527,-3.131,47.204375
75528,-3.115,47.205
75529,-3.08,47.205625
75530,-3.047,47.20625
75531,-3.022,47.206875
75532,-3.046,47.2075
75533,-3.063,47.208125
75534,-3.058,47.20875
75535,-2.98,47.209375
75536,-2.999,47.21
75537,-3.031,47.210625
75538,-3.045,47.21125
75539,-3.049,47.211875
75540,-3.021,47.2125
75541,-2.974,47.213125
75542,-2.977,47.21375
75543,-2.955,47.214375
75544,-2.936,47.215
75545,-2.957,47.215625
75546,-2.971,47.21625
75547,-2.955,47.216875
75548,-2.906,47.2175
75549,-2.896,47.218125
75550,-2.903,47.21875
75551,-2.924,47.219375
75552,-2.961,47.22
75553,-2.937,47.220625
75554,-2.904,47.22125
75555,-2.884,47.221875
75556,-2.879,47.2225
75557,-2.883,47.223125
75558,-2.888,47.22375
75559,-2.85,47.224375
75560,-2.878,47.225
75561,-2.897,47.225625
75562,-2.829,47.22625
75563,-2.853,47.226875
75564,-2.878,47.2275
75565,-2.887,47.228125
75566,-2.866,47.22875
75567,-2.823,47.229375
75568,-2.78,47.23
75569,-2.794,47.230625
75570,-2.815,47.23125
75571,-2.821,47.231875
75572,-2.797,47.2325
75573,-2.767,47.233125
75574,-2.766,47.23375
75575,-2.783,47.234375
75576,-2.753,47.235
75577,-2.77,47.235625
75578,-2.809,47.23625
75579,-2.853,47.236875
75580,-2.776,47.2375
75581,-2.768,47.238125
75582,-2.856,47.23875
75583,-2.781,47.239375
75584,-2.72,47.24
75585,-2.691,47.240625
75586,-2.762,47.24125
75587,-2.753,47.241875
75588,-2.72,47.2425
75589,-2.683,47.243125
75590,-2.672,47.24375
75591,-2.674,47.244375
75592,-2.684,47.245
75593,-2.667,47.245625
75594,-2.636,47.24625
75595,-2.616,47.246875
75596,-2.636,47.2475
75597,-2.689,47.248125
75598,-2.678,47.24875
75599,-2.591,47.249375
75600,-2.591,47.25
75601,-2.586,47.250625
75602,-2.569,47.25125
75603,-2.512,47.251875
75604,-2.526,47.2525
75605,-2.549,47.253125
75606,-2.552,47.25375
75607,-2.501,47.254375
75608,-2.476,47.255
75609,-2.473,47.255625
75610,-2.449,47.25625
75611,-2.409,47.256875
75612,-2.376,47.2575
75613,-2.379,47.258125
75614,-2.342,47.25875
75615,-2.31,47.259375
75616,-2.292,47.26
75617,-2.255,47.260625
75618,-2.22,47.26125
75619,-2.209,47.261875
75620,-2.287,47.2625
75621,-2.202,47.263125
75622,-2.109,47.26375
75623,-2.075,47.264375
75624,-2.115,47.265
75625,-2.127,47.265625
75626,-2.103,47.26625
75627,-2.036,47.266875
75628,-2.002,47.2675
75629,-1.984,47.268125
75630,-1.974,47.26875
75631,-1.935,47.269375
75632,-1.915,47.27
75633,-1.924,47.270625
75634,-1.893,47.27125
75635,-1.85,47.271875
75636,-1.821,47.2725
75637,-1.875,47.273125
75638,-1.815,47.27375
75639,-1.764,47.274375
75640,-1.781,47.275
