,t,Vdby
1923,89.260625,105.93330380523062
1924,89.26125,106.96609726096321
1925,89.261875,107.23455672035186
1926,89.2625,105.10545010206613
1927,89.263125,106.40292572222108
1928,89.26375,108.88089591836152
1929,89.264375,107.99347442962076
1930,89.265,107.67630731960863
1931,89.265625,107.71212547196625
1932,89.26625,108.06241042351635
1933,89.266875,107.30975969781798
1934,89.2675,106.7691298720921
1935,89.268125,106.96609726096321
1936,89.26875,109.15763793467985
1937,89.269375,110.75638190146549
1938,89.27,111.31695637347036
1939,89.270625,110.02118524435502
1940,89.27125,110.65508757984995
1941,89.271875,111.0289999594575
1942,89.2725,111.0289999594575
1943,89.273125,113.08353083755921
1944,89.27375,112.84929040484244
1945,89.274375,112.0845210616894
1946,89.275,113.25515663363149
1947,89.275625,113.7861771824724
1948,89.27625,113.7505792242927
1949,89.276875,113.08353083755921
1950,89.2775,113.76839644005422
1951,89.278125,113.80392160057028
1952,89.27875,113.67894261503025
1953,89.279375,114.50189042162938
1954,89.28,114.74385285409475
1955,89.280625,113.7505792242927
1956,89.28125,110.02118524435502
1957,89.281875,112.25567713439472
1958,89.2825,114.18539921951661
1959,89.283125,115.50492519480473
1960,89.28375,115.25357127454873
1961,89.284375,115.9176003468815
1962,89.285,116.45643290606209
1963,89.285625,116.23150011741187
1964,89.28625,116.08278864670702
1965,89.286875,115.64945248332572
1966,89.2875,115.02558207966685
1967,89.288125,115.53402367976823
1968,89.28875,115.23855676841059
1969,89.289375,114.96376054012401
1970,89.29,115.72082420485108
1971,89.290625,115.90369179364848
1972,89.29125,115.83381298040236
1973,89.291875,115.63510749304938
1974,89.2925,116.20465035990168
1975,89.293125,116.25826713285711
1976,89.29375,115.93148666420859
1977,89.294375,115.23855676841059
1978,89.295,114.08301033679598
1979,89.295625,112.66936911159172
1980,89.29625,111.10188897156638
1981,89.296875,112.25567713439472
1982,89.2975,113.92712777466664
1983,89.298125,115.3579523203618
1984,89.29875,115.16309243934779
1985,89.299375,114.10015918666672
1986,89.3,112.21320326179759
1987,89.300625,108.91208406547194
1988,89.30125,108.81818164130436
1989,89.301875,109.42583422117877
1990,89.3025,110.04854239968866
1991,89.303125,108.29946695941636
1992,89.30375,107.30975969781798
1993,89.304375,105.62066734495454
1994,89.305,100.0
1995,89.305625,94.64787519645937
1996,89.30625,90.10299956639813
1997,89.306875,85.10545010206613
1998,89.3075,100.90645957573315
1999,89.308125,105.80069222725037
2000,89.30875,106.96609726096321
2001,89.309375,104.19030029085262
2002,89.31,107.42135724543472
2003,89.310625,109.82723387668545
2004,89.31125,111.07766053287749
2005,89.311875,110.29095505320572
2006,89.3125,111.15014403811315
2007,89.313125,112.7497945902502
2008,89.31375,114.25299403254422
2009,89.314375,115.87580769381637
2010,89.315,117.04959987273712
2011,89.315625,117.72981450344965
2012,89.31625,117.99641004854193
2013,89.316875,118.1911205848235
2014,89.3175,118.57815380487905
2015,89.318125,120.01735443062455
2016,89.31875,120.73257790724324
2017,89.319375,121.12284524118104
2018,89.32,121.30412256108625
2019,89.320625,121.77689125454009
2020,89.32125,122.30555182791802
2021,89.321875,122.79758172802474
2022,89.3225,122.84152922146569
2023,89.323125,123.17930520766821
2024,89.32375,123.7108430970875
2025,89.324375,124.41262038896184
2026,89.325,124.48548028588516
2027,89.325625,124.68528248757579
2028,89.32625,125.06191171698063
2029,89.326875,125.06191171698063
2030,89.3275,125.25376688603393
2031,89.328125,125.56134661777324
2032,89.32875,125.92891588412792
2033,89.329375,126.17128827122478
2034,89.33,126.34872993070198
2035,89.330625,126.48153159478973
2036,89.33125,126.8366011384102
2037,89.331875,127.24210638587547
2038,89.3325,127.61146006133774
2039,89.333125,127.7442360062746
2040,89.33375,127.8116375710087
2041,89.334375,127.78332168729065
2042,89.335,127.64034085149737
2043,89.335625,127.8116375710087
2044,89.33625,128.04178701144193
2045,89.336875,128.27939943496122
2046,89.3375,128.35939284429475
2047,89.338125,128.3194882275313
2048,89.33875,128.30280704391745
2049,89.339375,128.40241696171407
2050,89.34,128.2323941192646
2051,89.340625,128.11375573345555
2052,89.34125,128.06241042351635
2053,89.341875,127.96921699216446
2054,89.3425,127.95532512252899
2055,89.343125,127.95184868076234
2056,89.34375,127.86799390586204
2057,89.344375,128.11375573345555
2058,89.345,128.29946695941635
2059,89.345625,128.35607445279763
2060,89.34625,128.24248812346636
2061,89.346875,128.24921094859923
2062,89.3475,128.24585018646093
2063,89.348125,128.01421273546464
2064,89.34875,127.85745490804159
2065,89.349375,127.67630731960863
2066,89.35,127.4435057223013
2067,89.350625,127.35457092173952
2068,89.35125,127.18912040241973
2069,89.351875,127.03206144838259
2070,89.3525,127.16250570553298
2071,89.353125,127.20050178378796
2072,89.35375,127.0127121651791
2073,89.354375,126.45678545372644
2074,89.355,126.34036202096223
2075,89.355625,125.99014597400975
2076,89.35625,125.57049929474034
2077,89.356875,126.11132627030608
2078,89.3575,125.95521022198268
2079,89.358125,125.59789960023275
2080,89.35875,125.37623807479561
2081,89.359375,125.41357672289413
2082,89.36,125.49239238182477
2083,89.360625,125.57049929474034
2084,89.36125,125.49239238182477
2085,89.361875,125.6479100948505
2086,89.3625,125.9814252005482
2087,89.363125,126.48153159478973
2088,89.36375,126.62449562041465
2089,89.364375,126.62449562041465
2090,89.365,126.53899988331999
2091,89.365625,126.7331964690884
2092,89.36625,126.91923083626281
2093,89.366875,127.13198871449941
2094,89.3675,127.42505258249878
2095,89.368125,127.64034085149737
2096,89.36875,127.69065230988497
2097,89.369375,127.53153914113025
2098,89.37,127.71212547196625
2099,89.370625,128.01766431096726
2100,89.37125,128.36602582639492
2101,89.371875,128.5659362796576
2102,89.3725,128.89338461877048
2103,89.373125,129.11516406208273
2104,89.37375,129.09384898478953
2105,89.374375,129.30765702896838
2106,89.375,129.42583422117877
2107,89.375625,129.50179606778013
2108,89.37625,129.90811126292388
2109,89.376875,130.10028480168214
2110,89.3775,130.280323608013
2111,89.378125,130.60655579556172
2112,89.37875,130.74126285563236
2113,89.379375,130.99477462529796
2114,89.38,131.3640344813399
2115,89.380625,131.4574320440096
2116,89.38125,131.62077897544333
2117,89.381875,131.78558442471936
2118,89.3825,131.87679322162543
2119,89.383125,132.06721848696762
2120,89.38375,132.3295102777713
2121,89.384375,132.65521776958877
2122,89.385,132.85917758819582
2123,89.385625,133.08160470613143
2124,89.38625,133.304112568692
2125,89.386875,133.4806800086251
2126,89.3875,133.65913852602415
2127,89.388125,133.81455087740736
2128,89.38875,133.93411561867833
2129,89.389375,134.091588993926
2130,89.39,134.28994817299613
2131,89.390625,134.51006537718632
2132,89.39125,134.70878406502962
2133,89.391875,134.87333042892425
2134,89.3925,134.96841244935138
2135,89.393125,134.9466821923181
2136,89.39375,135.03789376087494
2137,89.394375,135.0747244435002
2138,89.395,135.0609312325306
2139,89.395625,135.10834925621873
2140,89.39625,135.18731243311856
2141,89.396875,135.21899902821795
2142,89.3975,135.0991917544342
2143,89.398125,134.99781682542843
2144,89.39875,134.89837084882706
2145,89.399375,134.7866992039216
2146,89.4,134.51986517849446
2147,89.400625,134.3167255032999
2148,89.40125,134.18370259100493
2149,89.401875,134.14799662266498
2150,89.4025,133.89385852662969
2151,89.403125,133.64651237335613
2152,89.40375,133.47883997268175
2153,89.404375,133.3284874503752
2154,89.405,133.14303003801933
2155,89.405625,132.92807452446138
2156,89.40625,132.69357504357365
2157,89.406875,132.40063790252594
2158,89.4075,132.07154736302934
2159,89.408125,131.7114703724546
2160,89.40875,131.5037568985532
2161,89.409375,131.24823665899456
2162,89.41,130.93825286362485
2163,89.410625,130.5886070873397
2164,89.41125,130.22964577252003
2165,89.411875,129.8440290278508
2166,89.4125,129.40526893930158
2167,89.413125,128.87777093554743
2168,89.41375,128.48129050834976
2169,89.414375,128.21891717375547
2170,89.415,127.70139552663869
2171,89.415625,127.47294944418435
2172,89.41625,127.29852067579952
2173,89.416875,126.89570245265321
2174,89.4175,126.64068554055036
2175,89.418125,126.26890740852828
2176,89.41875,125.72463708057106
2177,89.419375,125.60245792604616
2178,89.42,125.58877576574041
2179,89.420625,125.63429940054591
2180,89.42125,125.6795856847696
2181,89.421875,125.46002544127475
2182,89.4225,125.27745353730447
2183,89.423125,125.24427410952833
2184,89.42375,124.75087476285749
2185,89.424375,124.3916905242851
2186,89.425,124.15807060772103
2187,89.425625,124.02794248640903
2188,89.42625,123.97314173908846
2189,89.426875,123.97314173908846
2190,89.4275,124.04976634120187
2191,89.428125,124.17420039812802
2192,89.42875,124.12572088824865
