,t,Vdby
0,7.05875,127.29477110110798
1,7.059375,127.61868926661404
2,7.06,127.60060495935662
3,7.060625,127.58248292140784
4,7.06125,127.7156991768667
5,7.061875,127.54248084692912
6,7.0625,127.56432299499755
7,7.063125,127.71212547196625
8,7.06375,127.66553300815302
9,7.064375,127.63312965171573
10,7.065,127.56795801896276
11,7.065625,127.41766033555211
12,7.06625,127.4435057223013
13,7.066875,127.4913012144553
14,7.0675,127.50961429237145
15,7.068125,127.12816654077962
16,7.06875,126.92705948901278
17,7.069375,126.92705948901278
18,7.07,127.22700048704533
19,7.070625,127.13962801986263
20,7.07125,126.92314604464016
21,7.071875,126.62044342083658
22,7.0725,126.44024877164802
23,7.073125,126.19686009432141
24,7.07375,125.9814252005482
25,7.074375,125.9683276012259
26,7.075,125.76498451143974
27,7.075625,125.56592416182548
28,7.07625,125.42288635898157
29,7.076875,125.06676010652212
30,7.0775,124.86076097372589
31,7.078125,124.73578198818586
32,7.07875,124.51135426878942
33,7.079375,124.50101392276098
34,7.08,124.43349994141539
35,7.080625,124.14191080838435
36,7.08125,123.87917956038373
37,7.081875,123.42867801886017
38,7.0825,122.86654259984093
39,7.083125,122.75973465447063
40,7.08375,122.61953383211234
41,7.084375,122.44431756545653
42,7.085,122.2185248453284
43,7.085625,121.7058115646013
44,7.08625,121.27417118782836
45,7.086875,120.96883607100808
46,7.0875,120.75649501176684
47,7.088125,120.42378598139877
48,7.08875,120.16348368012854
49,7.089375,120.27359394582385
50,7.09,119.86872460995224
51,7.090625,119.52699958006546
52,7.09125,119.38831824707962
53,7.091875,119.06552673334609
54,7.0925,119.09449581958127
55,7.093125,119.09449581958127
56,7.09375,118.27627704767434
57,7.094375,117.61627184561583
58,7.095,117.3257467816839
59,7.095625,117.52435681183285
60,7.09625,117.44312545496585
61,7.096875,117.40807810558054
62,7.0975,117.501225267834
63,7.098125,117.99641004854193
64,7.09875,118.83022865268806
65,7.099375,119.01702917777094
66,7.1,117.81959193979378
67,7.100625,116.7138114298485
68,7.10125,115.62073877242264
69,7.101875,114.74385285409475
70,7.1025,115.31337109518029
71,7.103125,116.96378233982797
72,7.10375,118.02916642792225
73,7.104375,117.37288876789651
74,7.105,116.85218479221123
75,7.105625,116.73913474119101
76,7.10625,117.04959987273712
77,7.106875,117.52435681183285
78,7.1075,117.43145871091757
79,7.108125,117.30207949282257
80,7.10875,117.96352966995354
81,7.109375,117.9305243497911
82,7.11,118.23380317507721
83,7.110625,119.03646070631824
84,7.11125,118.9388654139565
85,7.111875,119.00729708752246
86,7.1125,119.19989676656833
87,7.113125,119.51782272803585
88,7.11375,119.37899361962685
89,7.114375,119.49023385474658
90,7.115,120.1549555600148
91,7.115625,119.5909674940819
92,7.11625,119.25685362402484
93,7.116875,119.21892391467664
94,7.1175,119.43479181775557
95,7.118125,119.97390316623311
96,7.11875,120.40722565295417
97,7.119375,120.52249033490901
98,7.12,120.45681221753055
99,7.120625,120.93770381675421
100,7.12125,121.71294576593712
101,7.121875,121.16092460790563
102,7.1225,121.59086014805811
103,7.123125,122.03494147892732
104,7.12375,121.55462359304784
105,7.124375,121.57638366197699
106,7.125,121.26666717903498
107,7.125625,120.48149974614853
108,7.12625,120.24830749524867
109,7.126875,120.684545215411
