,numero,intensitemax
0,coupe_0,-30.625845317112976
1,coupe_1,-28.844776834139783
2,coupe_2,-38.70450680628131
3,coupe_3,-36.74029744039168
4,coupe_4,-32.46185645511963
5,coupe_5,-33.315366017104346
6,coupe_6,-32.01561154032517
7,coupe_7,-35.63084689379265
8,coupe_8,-34.13098765876348
9,coupe_9,-37.441625982335495
10,coupe_10,-38.191684031997696
11,coupe_11,-41.421066938240415
12,coupe_12,-41.672484281215915
13,coupe_13,-37.09438534164492
14,coupe_14,-34.15683477421899
15,coupe_15,-30.66873252445166
