,numero,intensitemax
0,coupe_0,-32.45615183407812
1,coupe_1,-35.791298313134206
2,coupe_2,-41.00570554412424
3,coupe_3,-36.63329066890687
4,coupe_4,-31.57135567998383
5,coupe_5,-34.136119102426626
6,coupe_6,-27.148534356354922
7,coupe_7,-35.54075286671568
8,coupe_8,-39.9577653015996
9,coupe_9,-38.66822772993115
10,coupe_10,-37.22018656590667
11,coupe_11,-30.52841049239646
12,coupe_12,-34.69719697996891
13,coupe_13,-32.65034057208618
14,coupe_14,-27.242442984650772
15,coupe_15,-32.084284463647336
16,coupe_16,-38.4224157895521
17,coupe_17,-46.561867580765295
18,coupe_18,-35.42788284661396
